	mass_A
t	x	y
2.356000e1	6.389670e-3	-1.052146e-5
2.360000e1	1.518128e-2	4.637467e-6
2.364000e1	2.386913e-2	8.248094e-5
2.368000e1	2.386523e-2	9.824854e-5
2.372000e1	3.174672e-2	9.744006e-4
2.376000e1	3.878780e-2	9.909048e-4
2.380000e1	4.411072e-2	9.186068e-4
2.384000e1	4.849513e-2	1.755537e-3
2.388000e1	5.241409e-2	1.766749e-3
2.392000e1	5.241519e-2	1.771654e-3
2.396000e1	5.460128e-2	1.778916e-3
2.400000e1	5.462852e-2	1.771047e-3
2.404000e1	5.418666e-2	1.765253e-3
2.408000e1	5.198947e-2	1.404281e-3
2.412000e1	4.852002e-2	1.323081e-3
2.416000e1	4.852224e-2	1.330824e-3
2.420000e1	4.370575e-2	1.300574e-3
2.424000e1	3.794706e-2	1.318959e-3
2.428000e1	3.094177e-2	1.297628e-3
2.432000e1	2.303617e-2	4.619757e-4
2.436000e1	1.470694e-2	4.313643e-4
2.440000e1	1.470972e-2	4.270743e-4
2.444000e1	5.916945e-3	4.032662e-4
2.448000e1	-2.874264e-3	4.010049e-4
2.452000e1	-1.164504e-2	4.187312e-4
2.456000e1	-2.039773e-2	1.301838e-3
2.460000e1	-2.871225e-2	2.234271e-3
2.464000e1	-2.870621e-2	2.251482e-3
2.468000e1	-3.659154e-2	3.116886e-3
2.472000e1	-4.362401e-2	3.975485e-3
2.476000e1	-4.936532e-2	4.831135e-3
2.480000e1	-5.417279e-2	4.893608e-3
2.484000e1	-5.767877e-2	5.718692e-3
2.488000e1	-5.765791e-2	5.739037e-3
2.492000e1	-5.984779e-2	5.790913e-3
2.496000e1	-6.031635e-2	5.720043e-3
2.500000e1	-5.985161e-2	6.104923e-3
2.504000e1	-5.726736e-2	6.084430e-3
2.508000e1	-5.366744e-2	5.331957e-3
2.512000e1	-5.364866e-2	5.359296e-3
2.516000e1	-4.852096e-2	4.444858e-3
2.520000e1	-4.274085e-2	4.348434e-3
2.524000e1	-3.577063e-2	3.480348e-3
2.528000e1	-2.829259e-2	2.579327e-3
2.532000e1	-1.998332e-2	1.703960e-3
2.536000e1	-1.998461e-2	1.680994e-3
2.540000e1	-1.159740e-2	8.463425e-4
2.544000e1	-2.845019e-3	-6.327520e-6
2.548000e1	5.883614e-3	-1.628332e-5
2.552000e1	1.423796e-2	-4.090027e-6
2.556000e1	2.217601e-2	5.769353e-5
2.560000e1	2.218316e-2	8.259923e-5
2.564000e1	2.965234e-2	9.062984e-4
2.568000e1	3.620634e-2	9.599160e-4
2.572000e1	4.148678e-2	9.253491e-4
2.576000e1	4.586719e-2	1.766256e-3
2.580000e1	4.933643e-2	1.754805e-3
2.584000e1	4.934010e-2	1.756473e-3
2.588000e1	5.112270e-2	1.763227e-3
2.592000e1	5.198217e-2	1.782586e-3
2.596000e1	5.152158e-2	1.778983e-3
2.600000e1	4.937098e-2	1.376249e-3
2.604000e1	4.634313e-2	1.358885e-3
2.608000e1	4.635501e-2	1.363785e-3
2.612000e1	4.195105e-2	1.339901e-3
2.616000e1	3.660582e-2	1.353371e-3
2.620000e1	3.004161e-2	1.298518e-3
2.624000e1	2.257142e-2	4.619447e-4
2.628000e1	1.468495e-2	4.278816e-4
2.632000e1	1.468400e-2	4.221903e-4
2.636000e1	6.347992e-3	4.157254e-4
2.640000e1	-2.002291e-3	3.953340e-4
2.644000e1	-1.033816e-2	4.083932e-4
2.648000e1	-1.864206e-2	1.254704e-3
2.652000e1	-2.652827e-2	2.155795e-3
2.656000e1	-2.652867e-2	2.142973e-3
2.660000e1	-3.398894e-2	3.075305e-3
2.664000e1	-4.057352e-2	3.947212e-3
2.668000e1	-4.628682e-2	3.993383e-3
2.672000e1	-5.111311e-2	4.844350e-3
2.676000e1	-5.460997e-2	4.891427e-3
2.680000e1	-5.460071e-2	4.919843e-3
2.684000e1	-5.639183e-2	4.892800e-3
2.688000e1	-5.723041e-2	4.885708e-3
2.692000e1	-5.678726e-2	5.246775e-3
2.696000e1	-5.460622e-2	5.251885e-3
2.700000e1	-5.113017e-2	5.206459e-3
2.704000e1	-5.112882e-2	5.207045e-3
2.708000e1	-4.672314e-2	4.368750e-3
2.712000e1	-4.103606e-2	3.556854e-3
2.716000e1	-3.447433e-2	2.707997e-3
2.720000e1	-2.738889e-2	1.811224e-3
2.724000e1	-1.954207e-2	9.295350e-4
2.728000e1	-1.954556e-2	9.483911e-4
2.732000e1	-1.122775e-2	2.473798e-5
2.736000e1	-3.296318e-3	-2.082679e-5
2.740000e1	4.992262e-3	-1.436658e-5
2.744000e1	1.294727e-2	7.033700e-6
2.748000e1	2.045540e-2	7.323127e-5
2.752000e1	2.046235e-2	1.053607e-4
2.756000e1	2.749392e-2	1.604137e-4
2.760000e1	3.394179e-2	1.811786e-4
2.764000e1	3.923880e-2	9.152489e-4
2.768000e1	4.363581e-2	8.794219e-4
2.772000e1	4.632183e-2	9.059378e-4
2.776000e1	4.634137e-2	9.191807e-4
2.780000e1	4.805999e-2	8.991243e-4
2.784000e1	4.934604e-2	1.314961e-3
2.788000e1	4.889662e-2	1.319543e-3
2.792000e1	4.714107e-2	1.309352e-3
2.796000e1	4.411524e-2	1.275859e-3
2.800000e1	4.411607e-2	1.274400e-3
2.804000e1	4.013560e-2	1.323073e-3
2.808000e1	3.493109e-2	1.308052e-3
2.812000e1	2.871719e-2	5.133261e-4
2.816000e1	2.170364e-2	4.583411e-4
2.820000e1	1.423508e-2	4.249101e-4
2.824000e1	1.423213e-2	4.185563e-4
2.828000e1	6.372858e-3	4.007708e-4
2.832000e1	-1.563414e-3	4.130136e-4
2.836000e1	-9.483403e-3	4.069496e-4
2.840000e1	-1.736980e-2	1.245694e-3
2.844000e1	-2.484128e-2	2.103604e-3
2.848000e1	-2.485415e-2	2.063987e-3
2.852000e1	-3.180732e-2	3.023598e-3
2.856000e1	-3.795551e-2	3.927006e-3
2.860000e1	-4.406742e-2	4.805003e-3
2.864000e1	-4.847018e-2	4.844323e-3
2.868000e1	-5.196922e-2	5.685418e-3
2.872000e1	-5.196207e-2	5.685952e-3
2.876000e1	-5.373923e-2	5.699540e-3
2.880000e1	-5.418295e-2	5.716892e-3
2.884000e1	-5.373492e-2	5.750928e-3
2.888000e1	-5.198353e-2	5.341073e-3
2.892000e1	-4.890461e-2	5.197416e-3
2.896000e1	-4.889327e-2	5.204359e-3
2.900000e1	-4.454879e-2	4.441118e-3
2.904000e1	-3.928193e-2	3.571407e-3
2.908000e1	-3.314856e-2	2.721786e-3
2.912000e1	-2.616726e-2	1.819390e-3
2.916000e1	-1.906835e-2	9.244547e-4
2.920000e1	-1.906967e-2	9.385510e-4
2.924000e1	-1.163341e-2	8.425243e-4
2.928000e1	-3.719618e-3	4.892124e-6
2.932000e1	4.129101e-3	-1.126120e-5
2.936000e1	1.163452e-2	-2.359887e-5
2.940000e1	1.903410e-2	3.059107e-5
2.944000e1	1.902988e-2	3.831298e-5
2.948000e1	2.572009e-2	1.440597e-4
2.952000e1	3.181522e-2	9.148863e-4
2.956000e1	3.708554e-2	8.996937e-4
2.960000e1	4.100804e-2	9.035856e-4
2.964000e1	4.452632e-2	1.738684e-3
2.968000e1	4.452545e-2	1.732467e-3
2.972000e1	4.629615e-2	1.749461e-3
2.976000e1	4.717473e-2	1.768592e-3
2.980000e1	4.629226e-2	1.326957e-3
2.984000e1	4.456482e-2	1.335977e-3
2.988000e1	4.230397e-2	1.305735e-3
2.992000e1	4.229948e-2	1.311338e-3
2.996000e1	3.841905e-2	1.290702e-3
3.000000e1	3.353363e-2	1.289042e-3
3.004000e1	2.782463e-2	1.294904e-3
3.008000e1	2.088231e-2	4.273700e-4
3.012000e1	1.384011e-2	4.109517e-4
3.016000e1	1.384485e-2	3.999525e-4
3.020000e1	6.391171e-3	4.080944e-4
3.024000e1	-1.142599e-3	4.024839e-4
3.028000e1	-8.938720e-3	4.304799e-4
3.032000e1	-1.639461e-2	1.270720e-3
3.036000e1	-2.350241e-2	2.131115e-3
3.040000e1	-2.350571e-2	2.110440e-3
3.044000e1	-3.046393e-2	3.002216e-3
3.048000e1	-3.661084e-2	3.101918e-3
3.052000e1	-4.189151e-2	3.948474e-3
3.056000e1	-4.628627e-2	4.803703e-3
3.060000e1	-4.974835e-2	4.871786e-3
3.064000e1	-4.972569e-2	4.887004e-3
3.068000e1	-5.189367e-2	4.904166e-3
3.072000e1	-5.276370e-2	5.265572e-3
3.076000e1	-5.201523e-2	5.271376e-3
3.080000e1	-5.022432e-2	5.209475e-3
3.084000e1	-4.710782e-2	4.456527e-3
3.088000e1	-4.708805e-2	4.474469e-3
3.092000e1	-4.278499e-2	4.358622e-3
3.096000e1	-3.789924e-2	3.526625e-3
3.100000e1	-3.181389e-2	2.695393e-3
3.104000e1	-2.526658e-2	1.771091e-3
3.108000e1	-1.825768e-2	9.003015e-4
3.112000e1	-1.826549e-2	9.015435e-4
3.116000e1	-1.115352e-2	4.965495e-5
3.120000e1	-3.737220e-3	-1.031653e-6
3.124000e1	3.688754e-3	-2.073222e-5
3.128000e1	1.112207e-2	-6.839372e-6
3.132000e1	1.777305e-2	3.687416e-5
3.136000e1	1.777968e-2	4.765109e-5
3.140000e1	2.432980e-2	9.187139e-5
3.144000e1	3.002118e-2	1.190228e-4
3.148000e1	3.487074e-2	1.098761e-4
3.152000e1	3.879024e-2	1.165334e-4
3.156000e1	4.144206e-2	9.483108e-5
3.160000e1	4.144368e-2	1.234617e-4
3.164000e1	4.406608e-2	8.807476e-4
3.168000e1	4.452222e-2	8.574124e-4
3.172000e1	4.409120e-2	8.531611e-4
3.176000e1	4.273478e-2	5.139894e-4
3.180000e1	4.010964e-2	5.359400e-4
3.184000e1	4.010094e-2	5.593442e-4
3.188000e1	3.622888e-2	4.912898e-4
3.192000e1	3.141756e-2	4.754978e-4
3.196000e1	2.605058e-2	4.622157e-4
3.200000e1	1.991568e-2	4.415260e-4
3.204000e1	1.301298e-2	4.074092e-4
3.208000e1	1.302047e-2	3.960878e-4
3.212000e1	5.957108e-3	3.933323e-4
3.216000e1	-1.139892e-3	4.032749e-4
3.220000e1	-8.502010e-3	4.377671e-4
3.224000e1	-1.556321e-2	1.254827e-3
3.228000e1	-2.216199e-2	1.327595e-3
3.232000e1	-2.216033e-2	1.328530e-3
3.236000e1	-2.872879e-2	2.179577e-3
3.240000e1	-3.483132e-2	3.057367e-3
3.244000e1	-3.971228e-2	3.922253e-3
3.248000e1	-4.405789e-2	3.962856e-3
3.252000e1	-4.711083e-2	4.036758e-3
3.256000e1	-4.709172e-2	4.060032e-3
3.260000e1	-4.933266e-2	4.781868e-3
3.264000e1	-5.017255e-2	4.784854e-3
3.268000e1	-4.964003e-2	4.478404e-3
3.272000e1	-4.791761e-2	4.436515e-3
3.276000e1	-4.495652e-2	4.384624e-3
3.280000e1	-4.494317e-2	4.401073e-3
3.284000e1	-4.098643e-2	3.542222e-3
3.288000e1	-3.615497e-2	3.439441e-3
3.292000e1	-3.050322e-2	2.631080e-3
3.296000e1	-2.436362e-2	1.788671e-3
3.300000e1	-1.775116e-2	9.348407e-4
3.304000e1	-1.774696e-2	9.490952e-4
3.308000e1	-1.077436e-2	2.558149e-5
3.312000e1	-4.116889e-3	2.668787e-5
3.316000e1	3.230458e-3	-2.062489e-6
3.320000e1	9.905175e-3	-1.365425e-5
3.324000e1	1.647368e-2	-8.987198e-6
3.328000e1	1.648522e-2	-4.881326e-6
3.332000e1	2.255936e-2	6.139255e-5
3.336000e1	2.788329e-2	9.866059e-5
3.340000e1	3.268536e-2	1.036035e-4
3.344000e1	3.624132e-2	9.585318e-5
3.348000e1	3.885460e-2	9.007878e-4
3.352000e1	3.887079e-2	9.212897e-4
3.356000e1	4.057642e-2	8.973475e-4
3.360000e1	4.146353e-2	8.847556e-4
3.364000e1	4.104045e-2	8.775870e-4
3.368000e1	4.011810e-2	1.286504e-3
3.372000e1	3.751984e-2	1.278390e-3
3.376000e1	3.752490e-2	1.280709e-3
3.380000e1	3.403647e-2	1.290997e-3
3.384000e1	2.963752e-2	1.273712e-3
3.388000e1	2.435991e-2	1.255418e-3
3.392000e1	1.823826e-2	4.423794e-4
3.396000e1	1.205581e-2	4.179587e-4
3.400000e1	1.205661e-2	4.070973e-4
3.404000e1	5.409589e-3	4.112690e-4
3.408000e1	-1.490221e-3	4.151147e-4
3.412000e1	-8.150478e-3	4.232310e-4
3.416000e1	-1.511386e-2	1.258585e-3
3.420000e1	-2.129118e-2	1.321122e-3
3.424000e1	-2.129104e-2	1.317330e-3
3.428000e1	-2.741245e-2	2.193885e-3
3.432000e1	-3.309643e-2	3.040501e-3
3.436000e1	-3.791982e-2	3.088975e-3
3.440000e1	-4.188289e-2	3.927805e-3
3.444000e1	-4.453977e-2	3.979583e-3
3.448000e1	-4.453017e-2	3.983877e-3
3.452000e1	-4.666181e-2	3.994511e-3
3.456000e1	-4.717236e-2	3.989482e-3
3.460000e1	-4.671118e-2	3.981926e-3
3.464000e1	-4.535897e-2	4.307733e-3
3.468000e1	-4.267596e-2	3.621699e-3
3.472000e1	-4.264421e-2	3.619341e-3
3.476000e1	-3.881998e-2	3.463700e-3
3.480000e1	-3.441198e-2	2.699376e-3
3.484000e1	-2.921859e-2	2.547458e-3
3.488000e1	-2.344020e-2	1.756615e-3
3.492000e1	-1.728601e-2	9.008559e-4
3.496000e1	-1.728069e-2	8.983160e-4
3.500000e1	-1.073665e-2	2.785900e-5
3.504000e1	-4.161513e-3	-1.157915e-5
3.508000e1	2.448471e-3	-1.551615e-6
3.512000e1	9.015753e-3	-3.800569e-5
3.516000e1	1.517081e-2	-8.402211e-7
3.520000e1	1.517721e-2	1.021088e-5
3.524000e1	2.086101e-2	2.356963e-5
3.528000e1	2.606771e-2	8.502865e-5
3.532000e1	3.047763e-2	9.453587e-5
3.536000e1	3.402263e-2	8.742359e-4
3.540000e1	3.749042e-2	8.802193e-4
3.544000e1	3.748764e-2	8.803481e-4
3.548000e1	3.884372e-2	8.889602e-4
3.552000e1	3.967176e-2	9.075770e-4
3.556000e1	3.926223e-2	8.829308e-4
3.560000e1	3.754520e-2	8.724490e-4
3.564000e1	3.527688e-2	4.878375e-4
3.568000e1	3.527388e-2	4.928520e-4
3.572000e1	3.222380e-2	4.735270e-4
3.576000e1	2.788332e-2	4.565742e-4
3.580000e1	2.297310e-2	4.449709e-4
3.584000e1	1.736737e-2	4.013084e-4
3.588000e1	1.125764e-2	4.044363e-4
3.592000e1	1.127134e-2	3.934505e-4
3.596000e1	5.023657e-3	3.958736e-4
3.600000e1	-1.507823e-3	4.047589e-4
3.604000e1	-7.742436e-3	3.978773e-4
3.608000e1	-1.427961e-2	1.256177e-3
3.612000e1	-1.999133e-2	1.278290e-3
3.616000e1	-1.999659e-2	1.263144e-3
3.620000e1	-2.569630e-2	2.135751e-3
3.624000e1	-3.134274e-2	3.031464e-3
3.628000e1	-3.575413e-2	3.095094e-3
3.632000e1	-3.968546e-2	3.905903e-3
3.636000e1	-4.232602e-2	3.946677e-3
3.640000e1	-4.231003e-2	3.947887e-3
3.644000e1	-4.407118e-2	4.009688e-3
3.648000e1	-4.410363e-2	3.990602e-3
3.652000e1	-4.408301e-2	4.343322e-3
3.656000e1	-4.227227e-2	4.295377e-3
3.660000e1	-3.927694e-2	3.555695e-3
3.664000e1	-3.928477e-2	3.558109e-3
3.668000e1	-3.567494e-2	3.502245e-3
3.672000e1	-3.093370e-2	2.641222e-3
3.676000e1	-2.568159e-2	1.793874e-3
3.680000e1	-1.997265e-2	9.521439e-4
3.684000e1	-1.426006e-2	8.421016e-4
3.688000e1	-1.426647e-2	8.226207e-4
3.692000e1	-8.143678e-3	8.177351e-4
3.696000e1	-1.930164e-3	-3.663362e-7
3.700000e1	4.527351e-3	-2.360954e-6
3.704000e1	1.066310e-2	-1.632737e-5
3.708000e1	1.639064e-2	-1.694531e-5
3.712000e1	1.638073e-2	-2.469840e-5
3.716000e1	2.169139e-2	5.835997e-5
3.720000e1	2.650621e-2	5.150064e-5
3.724000e1	3.046422e-2	8.298860e-5
3.728000e1	3.315715e-2	4.000436e-5
3.732000e1	3.533299e-2	4.576272e-5
3.736000e1	3.533218e-2	5.928069e-5
3.740000e1	3.663759e-2	2.807846e-5
3.744000e1	3.704476e-2	4.247494e-5
3.748000e1	3.623683e-2	2.721768e-5
3.752000e1	3.487174e-2	4.011525e-4
3.756000e1	3.261446e-2	4.368420e-4
3.760000e1	3.260136e-2	4.540853e-4
3.764000e1	2.915711e-2	4.341543e-4
3.768000e1	2.474885e-2	4.382187e-4
3.772000e1	1.994946e-2	4.195215e-4
3.776000e1	1.463040e-2	4.126391e-4
3.780000e1	8.636560e-3	4.076051e-4
3.784000e1	8.643189e-3	3.933489e-4
3.788000e1	2.784439e-3	4.043711e-4
3.792000e1	-3.345449e-3	4.009874e-4
3.796000e1	-9.419790e-3	4.429448e-4
3.800000e1	-1.553595e-2	1.276002e-3
3.804000e1	-2.086458e-2	1.305904e-3
3.808000e1	-2.086510e-2	1.299377e-3
3.812000e1	-2.611181e-2	2.173009e-3
3.816000e1	-3.091054e-2	2.211713e-3
3.820000e1	-3.487897e-2	3.065347e-3
3.824000e1	-3.836124e-2	3.105401e-3
3.828000e1	-4.013915e-2	3.104554e-3
3.832000e1	-4.013968e-2	3.118313e-3
3.836000e1	-4.146345e-2	3.127102e-3
3.840000e1	-4.147469e-2	3.122869e-3
3.844000e1	-4.101183e-2	3.141600e-3
3.848000e1	-3.969269e-2	3.099073e-3
3.852000e1	-3.705878e-2	3.065354e-3
3.856000e1	-3.705380e-2	3.074663e-3
3.860000e1	-3.358686e-2	3.010777e-3
3.864000e1	-2.920718e-2	2.176727e-3
3.868000e1	-2.479006e-2	2.130381e-3
3.872000e1	-1.947408e-2	1.305239e-3
3.876000e1	-1.380913e-2	4.824753e-4
3.880000e1	-1.380729e-2	4.955207e-4
3.884000e1	-8.098070e-3	4.295590e-4
3.888000e1	-2.037620e-3	4.161064e-4
3.892000e1	3.768050e-3	3.990860e-4
3.896000e1	9.475152e-3	3.903547e-4
3.900000e1	1.508560e-2	3.965964e-4
3.904000e1	1.507025e-2	3.817318e-4
3.908000e1	1.995042e-2	3.999124e-4
3.912000e1	2.433752e-2	4.533449e-4
3.916000e1	2.828578e-2	4.432582e-4
3.920000e1	3.134542e-2	4.345364e-4
3.924000e1	3.314845e-2	4.350657e-4
3.928000e1	3.315312e-2	4.399102e-4
3.932000e1	3.444413e-2	4.633753e-4
3.936000e1	3.485553e-2	4.669024e-4
3.940000e1	3.401448e-2	4.783955e-4
3.944000e1	3.266453e-2	4.775662e-4
3.948000e1	3.008902e-2	8.221368e-4
3.952000e1	3.009071e-2	8.275506e-4
3.956000e1	2.657388e-2	8.320343e-4
3.960000e1	2.260006e-2	3.262261e-5
3.964000e1	1.813810e-2	1.750365e-5
3.968000e1	1.292197e-2	-3.641020e-6
3.972000e1	7.638299e-3	-1.944174e-5
3.976000e1	7.633545e-3	-2.441468e-5
3.980000e1	1.939263e-3	-1.665234e-5
3.984000e1	-3.739847e-3	-4.609587e-6
3.988000e1	-9.407504e-3	1.724779e-5
3.992000e1	-1.509303e-2	8.634251e-4
3.996000e1	-2.041005e-2	1.720677e-3
4.000000e1	-2.041963e-2	1.724678e-3
4.004000e1	-2.521295e-2	1.771019e-3
4.008000e1	-2.963931e-2	2.601452e-3
4.012000e1	-3.356008e-2	3.456457e-3
4.016000e1	-3.662140e-2	3.500156e-3
4.020000e1	-3.839070e-2	3.524619e-3
4.024000e1	-3.838841e-2	3.524594e-3
4.028000e1	-3.926983e-2	3.534364e-3
4.032000e1	-3.927198e-2	3.527352e-3
4.036000e1	-3.881537e-2	3.536538e-3
4.040000e1	-3.746493e-2	3.525441e-3
4.044000e1	-3.482831e-2	3.140178e-3
4.048000e1	-3.483015e-2	3.131235e-3
4.052000e1	-3.139255e-2	2.997370e-3
4.056000e1	-2.742684e-2	2.220283e-3
4.060000e1	-2.300984e-2	2.113723e-3
4.064000e1	-1.781158e-2	1.286060e-3
4.068000e1	-1.251990e-2	4.648931e-4
4.072000e1	-1.253084e-2	4.725592e-4
4.076000e1	-7.186350e-3	4.498541e-4
4.080000e1	-1.544368e-3	4.162337e-4
4.084000e1	4.071521e-3	4.011632e-4
4.088000e1	9.457022e-3	3.823398e-4
4.092000e1	1.460793e-2	4.263946e-4
4.096000e1	1.459614e-2	4.271886e-4
4.100000e1	1.911808e-2	3.937642e-4
4.104000e1	2.306502e-2	4.193768e-4
4.108000e1	2.655709e-2	4.406498e-4
4.112000e1	2.959963e-2	4.555305e-4
4.116000e1	3.137995e-2	4.557263e-4
4.120000e1	3.137741e-2	4.613473e-4
4.124000e1	3.227173e-2	4.416623e-4
4.128000e1	3.265350e-2	4.626407e-4
4.132000e1	3.180587e-2	4.559140e-4
4.136000e1	3.047441e-2	8.363941e-4
4.140000e1	2.826186e-2	8.499847e-4
4.144000e1	2.825485e-2	8.518384e-4
4.148000e1	2.522506e-2	8.549519e-4
4.152000e1	2.132108e-2	8.585248e-4
4.156000e1	1.689176e-2	8.623530e-4
4.160000e1	1.208076e-2	8.576706e-4
4.164000e1	6.824554e-3	8.468953e-4
4.168000e1	6.823830e-3	8.337195e-4
4.172000e1	1.484141e-3	8.600715e-4
4.176000e1	-4.121595e-3	8.392504e-4
4.180000e1	-9.447483e-3	8.604638e-4
4.184000e1	-1.471209e-2	1.679967e-3
4.188000e1	-1.952472e-2	1.723747e-3
4.192000e1	-1.952325e-2	1.705212e-3
4.196000e1	-2.433205e-2	2.567226e-3
4.200000e1	-2.828873e-2	2.608161e-3
4.204000e1	-3.177490e-2	2.657703e-3
4.208000e1	-3.444950e-2	3.488783e-3
4.212000e1	-3.659105e-2	3.508265e-3
4.216000e1	-3.657863e-2	3.499659e-3
4.220000e1	-3.751645e-2	3.543702e-3
4.224000e1	-3.790560e-2	3.546190e-3
4.228000e1	-3.705123e-2	3.525091e-3
4.232000e1	-3.569073e-2	3.469352e-3
4.236000e1	-3.311938e-2	3.045368e-3
4.240000e1	-3.311077e-2	3.043346e-3
4.244000e1	-2.963035e-2	2.255065e-3
4.248000e1	-2.609723e-2	2.227566e-3
4.252000e1	-2.172213e-2	1.376268e-3
4.256000e1	-1.730784e-2	1.306277e-3
4.260000e1	-1.209943e-2	4.827797e-4
4.264000e1	-1.211152e-2	4.861421e-4
4.268000e1	-6.862833e-3	4.228043e-4
4.272000e1	-1.888284e-3	4.297033e-4
4.276000e1	3.407711e-3	4.131375e-4
4.280000e1	8.514875e-3	4.150027e-4
4.284000e1	1.332901e-2	4.040676e-4
4.288000e1	1.332820e-2	3.984690e-4
4.292000e1	1.770195e-2	4.238580e-4
4.296000e1	2.131366e-2	4.120687e-4
4.300000e1	2.479273e-2	4.285677e-4
4.304000e1	2.739508e-2	4.377966e-4
4.308000e1	2.918529e-2	4.312951e-4
4.312000e1	2.917803e-2	4.323748e-4
4.316000e1	3.004455e-2	4.176681e-4
4.320000e1	3.009835e-2	4.510702e-4
4.324000e1	2.956629e-2	4.533212e-4
4.328000e1	2.825515e-2	8.459221e-4
4.332000e1	2.611410e-2	8.373772e-4
4.336000e1	2.610504e-2	8.412660e-4
4.340000e1	2.303631e-2	8.515477e-4
4.344000e1	1.948541e-2	8.662078e-4
4.348000e1	1.549613e-2	8.521560e-4
4.352000e1	1.082804e-2	8.416183e-4
4.356000e1	5.969005e-3	8.113617e-4
4.360000e1	5.980458e-3	7.869681e-4
4.364000e1	1.020357e-3	8.226957e-4
4.368000e1	-4.170617e-3	8.405906e-4
4.372000e1	-9.068445e-3	8.526407e-4
4.376000e1	-1.421030e-2	1.692017e-3
4.380000e1	-1.866351e-2	1.727517e-3
4.384000e1	-1.866299e-2	1.715760e-3
4.388000e1	-2.300131e-2	1.765371e-3
4.392000e1	-2.696271e-2	2.595012e-3
4.396000e1	-3.004135e-2	2.660062e-3
4.400000e1	-3.266464e-2	2.674036e-3
4.404000e1	-3.444342e-2	3.474944e-3
4.408000e1	-3.444245e-2	3.468502e-3
4.412000e1	-3.531839e-2	3.499056e-3
4.416000e1	-3.530970e-2	3.489522e-3
4.420000e1	-3.446766e-2	3.470935e-3
4.424000e1	-3.271811e-2	3.107461e-3
4.428000e1	-3.051134e-2	3.063165e-3
4.432000e1	-3.051043e-2	3.066141e-3
4.436000e1	-2.741370e-2	2.257274e-3
4.440000e1	-2.387066e-2	2.152154e-3
4.444000e1	-1.953374e-2	1.373221e-3
4.448000e1	-1.516370e-2	1.325295e-3
4.452000e1	-1.039671e-2	1.261745e-3
4.456000e1	-1.041617e-2	1.243099e-3
4.460000e1	-5.499687e-3	4.444989e-4
4.464000e1	-6.310326e-4	4.206079e-4
4.468000e1	4.183998e-3	4.274029e-4
4.472000e1	8.931271e-3	4.329079e-4
4.476000e1	1.332704e-2	4.275169e-4
4.480000e1	1.331785e-2	4.247007e-4
4.484000e1	1.732909e-2	4.123007e-4
4.488000e1	2.085074e-2	4.507140e-4
4.492000e1	2.387994e-2	4.576229e-4
4.496000e1	2.607547e-2	4.492265e-4
4.500000e1	2.743762e-2	4.458144e-4
4.504000e1	2.743668e-2	4.437045e-4
4.508000e1	2.825400e-2	4.596862e-4
4.512000e1	2.827302e-2	8.446821e-4
4.516000e1	2.746357e-2	8.376787e-4
4.520000e1	2.605745e-2	8.464316e-4
4.524000e1	2.388838e-2	8.621285e-4
4.528000e1	2.388395e-2	8.597863e-4
4.532000e1	2.087770e-2	8.768917e-4
4.536000e1	1.739916e-2	8.537706e-4
4.540000e1	1.336860e-2	8.629436e-4
4.544000e1	8.985774e-3	8.402194e-4
4.548000e1	4.527382e-3	8.461389e-4
4.552000e1	4.510618e-3	8.430663e-4
4.556000e1	-2.112217e-4	8.435289e-4
4.560000e1	-5.006166e-3	8.522596e-4
4.564000e1	-9.518221e-3	8.332097e-4
4.568000e1	-1.387516e-2	8.466338e-4
4.572000e1	-1.824166e-2	1.718800e-3
4.576000e1	-1.824826e-2	1.708950e-3
4.580000e1	-2.215086e-2	1.768669e-3
4.584000e1	-2.568509e-2	2.579339e-3
4.588000e1	-2.871483e-2	2.630994e-3
4.592000e1	-3.049018e-2	2.655259e-3
4.596000e1	-3.180584e-2	2.668943e-3
4.600000e1	-3.180490e-2	2.674106e-3
4.604000e1	-3.224668e-2	2.675983e-3
4.608000e1	-3.223439e-2	2.667705e-3
4.612000e1	-3.139550e-2	2.635736e-3
4.616000e1	-3.005451e-2	2.640311e-3
4.620000e1	-2.784218e-2	2.230923e-3
4.624000e1	-2.783950e-2	2.235932e-3
4.628000e1	-2.518169e-2	2.189396e-3
4.632000e1	-2.172253e-2	2.111009e-3
4.636000e1	-1.775356e-2	1.344286e-3
4.640000e1	-1.375295e-2	1.301087e-3
4.644000e1	-9.025450e-3	4.636710e-4
4.648000e1	-9.037722e-3	4.607294e-4
4.652000e1	-4.588955e-3	4.473012e-4
4.656000e1	-1.026781e-4	4.196250e-4
4.660000e1	4.528232e-3	4.089656e-4
4.664000e1	8.626245e-3	4.083981e-4
4.668000e1	1.254716e-2	3.965303e-4
4.672000e1	1.255959e-2	3.827463e-4
4.676000e1	1.647322e-2	4.397344e-4
4.680000e1	1.951632e-2	4.423465e-4
4.684000e1	2.215784e-2	4.470598e-4
4.688000e1	2.432637e-2	4.589670e-4
4.692000e1	2.562819e-2	4.600673e-4
4.696000e1	2.562364e-2	4.657574e-4
4.700000e1	2.605059e-2	4.491097e-4
4.704000e1	2.605626e-2	4.845541e-4
4.708000e1	2.528095e-2	4.378589e-4
4.712000e1	2.388763e-2	4.549150e-4
4.716000e1	2.165988e-2	4.366350e-5
4.720000e1	2.164827e-2	5.607207e-5
4.724000e1	1.900453e-2	3.984436e-5
