	mass_A
t	x	y
2.336000e1	2.698771e-2	-8.824841e-4
2.340000e1	3.046319e-2	-8.716799e-4
2.344000e1	3.311011e-2	-4.598858e-4
2.348000e1	3.443167e-2	-4.657796e-4
2.352000e1	3.488845e-2	-4.386588e-4
2.356000e1	3.440354e-2	-4.002163e-4
2.360000e1	3.303856e-2	-8.922768e-4
2.364000e1	3.045751e-2	-8.531961e-4
2.368000e1	2.623029e-2	-4.279526e-4
2.372000e1	2.225883e-2	-4.449445e-4
2.376000e1	1.758882e-2	-4.418886e-4
2.380000e1	1.226655e-2	-4.762057e-4
2.384000e1	6.508335e-3	-4.844413e-4
2.388000e1	2.213153e-4	-4.163070e-4
2.392000e1	-6.015340e-3	3.981684e-4
2.396000e1	-1.251609e-2	4.621951e-4
2.400000e1	-1.875640e-2	1.296296e-3
2.404000e1	-2.482713e-2	1.352595e-3
2.408000e1	-3.034142e-2	2.100782e-3
2.412000e1	-3.571880e-2	2.873800e-3
2.416000e1	-4.051823e-2	2.984111e-3
2.420000e1	-4.429845e-2	3.140630e-3
2.424000e1	-4.628835e-2	3.491142e-3
2.428000e1	-4.804598e-2	3.492200e-3
2.432000e1	-4.890751e-2	3.491925e-3
2.436000e1	-4.847104e-2	3.528554e-3
2.440000e1	-4.716228e-2	3.523983e-3
2.444000e1	-4.496067e-2	3.097014e-3
2.448000e1	-4.229521e-2	2.693755e-3
2.452000e1	-3.798987e-2	2.696774e-3
2.456000e1	-3.349352e-2	1.750386e-3
2.460000e1	-2.838929e-2	1.757579e-3
2.464000e1	-2.251217e-2	1.695664e-3
2.468000e1	-1.661908e-2	8.283877e-4
2.472000e1	-1.036960e-2	4.228473e-5
2.476000e1	-3.860992e-3	-2.174046e-4
2.480000e1	2.258668e-3	-9.277423e-5
2.484000e1	7.988275e-3	-5.242215e-5
2.488000e1	1.374773e-2	-8.287008e-4
2.492000e1	1.864377e-2	-8.438617e-4
2.496000e1	2.325172e-2	-8.500036e-4
2.500000e1	2.690190e-2	-8.654814e-4
2.504000e1	3.001844e-2	-8.592975e-4
2.508000e1	3.137117e-2	-4.513405e-4
2.512000e1	3.224124e-2	-8.582094e-4
2.516000e1	3.226071e-2	-8.837440e-4
2.520000e1	3.139821e-2	-8.738600e-4
2.524000e1	3.004989e-2	-8.824723e-4
2.528000e1	2.744833e-2	-8.625276e-4
2.532000e1	2.398078e-2	-8.760537e-4
2.536000e1	1.992920e-2	-8.492846e-4
2.540000e1	1.520349e-2	-8.637317e-4
2.544000e1	9.885827e-3	-8.558785e-4
2.548000e1	4.098283e-3	-7.491654e-4
2.552000e1	-1.682596e-3	3.966312e-5
2.556000e1	-7.831445e-3	1.056298e-4
2.560000e1	-1.374676e-2	8.349740e-4
2.564000e1	-1.979457e-2	8.894087e-4
2.568000e1	-2.556134e-2	9.403751e-4
2.572000e1	-3.076063e-2	1.749699e-3
2.576000e1	-3.565579e-2	2.592093e-3
2.580000e1	-3.974167e-2	2.632311e-3
2.584000e1	-4.277886e-2	2.656181e-3
2.588000e1	-4.497885e-2	3.488310e-3
2.592000e1	-4.629946e-2	3.509943e-3
2.596000e1	-4.672440e-2	3.492426e-3
2.600000e1	-4.632122e-2	3.469206e-3
2.604000e1	-4.496699e-2	3.483545e-3
2.608000e1	-4.277703e-2	3.475404e-3
2.612000e1	-3.963335e-2	2.634691e-3
2.616000e1	-3.576501e-2	1.784929e-3
2.620000e1	-3.102393e-2	1.336577e-3
2.624000e1	-2.594324e-2	1.321750e-3
2.628000e1	-2.036996e-2	4.759489e-4
2.632000e1	-1.452749e-2	4.615074e-4
2.636000e1	-8.588060e-3	3.770248e-4
2.640000e1	-2.574394e-3	-3.978622e-4
2.644000e1	3.350157e-3	-3.952884e-4
2.648000e1	8.889768e-3	-5.060060e-4
2.652000e1	1.412883e-2	-1.129702e-3
2.656000e1	1.889440e-2	-1.199544e-3
2.660000e1	2.298916e-2	-1.237232e-3
2.664000e1	2.610665e-2	-8.783708e-4
2.668000e1	2.832242e-2	-8.641575e-4
2.672000e1	3.008328e-2	-9.090374e-4
2.676000e1	3.090491e-2	-8.622057e-4
2.680000e1	3.090940e-2	-4.609844e-4
2.684000e1	3.002997e-2	-4.852520e-4
2.688000e1	2.781997e-2	-1.242811e-3
2.692000e1	2.481055e-2	-1.260150e-3
2.696000e1	2.128229e-2	-1.257138e-3
2.700000e1	1.687833e-2	-1.217609e-3
2.704000e1	1.211541e-2	-1.165017e-3
2.708000e1	6.900066e-3	-5.068011e-4
2.712000e1	1.275329e-3	-4.847032e-4
2.716000e1	-4.583403e-3	-3.965732e-4
2.720000e1	-1.042803e-2	3.699205e-4
2.724000e1	-1.632378e-2	3.840820e-4
2.728000e1	-2.184966e-2	1.276082e-3
2.732000e1	-2.718292e-2	1.329147e-3
2.736000e1	-3.185426e-2	1.349258e-3
2.740000e1	-3.588226e-2	2.149380e-3
2.744000e1	-3.970434e-2	2.635716e-3
2.748000e1	-4.240019e-2	2.634016e-3
2.752000e1	-4.409873e-2	3.060610e-3
2.756000e1	-4.497869e-2	3.060651e-3
2.760000e1	-4.502411e-2	3.026945e-3
2.764000e1	-4.455066e-2	3.072307e-3
2.768000e1	-4.320050e-2	3.073227e-3
2.772000e1	-4.057556e-2	2.624697e-3
2.776000e1	-3.742513e-2	2.210400e-3
2.780000e1	-3.346114e-2	1.777248e-3
2.784000e1	-2.889194e-2	1.309472e-3
2.788000e1	-2.385278e-2	9.072995e-4
2.792000e1	-1.838240e-2	8.928803e-4
2.796000e1	-1.269813e-2	7.983303e-4
2.800000e1	-6.851012e-3	2.585161e-5
2.804000e1	-1.092337e-3	-1.010519e-4
2.808000e1	4.486776e-3	-7.874559e-4
2.812000e1	9.855404e-3	-8.579245e-4
2.816000e1	1.470679e-2	-8.677305e-4
2.820000e1	1.905706e-2	-8.846832e-4
2.824000e1	2.261917e-2	-8.868452e-4
2.828000e1	2.566397e-2	-8.884640e-4
2.832000e1	2.782871e-2	-8.624847e-4
2.836000e1	2.915415e-2	-8.654771e-4
2.840000e1	2.962542e-2	-8.807147e-4
2.844000e1	2.916955e-2	-8.851351e-4
2.848000e1	2.789468e-2	-8.553499e-4
2.852000e1	2.608318e-2	-9.070233e-4
2.856000e1	2.305874e-2	-9.097118e-4
2.860000e1	1.950506e-2	-8.765117e-4
2.864000e1	1.515634e-2	-8.958077e-4
2.868000e1	1.068560e-2	-8.828596e-4
2.872000e1	5.509061e-3	-8.516501e-4
2.876000e1	-9.620391e-5	-4.416947e-4
2.880000e1	-5.828019e-3	-3.402501e-4
2.884000e1	-1.143354e-2	2.733490e-4
2.888000e1	-1.696150e-2	1.198264e-3
2.892000e1	-2.234978e-2	1.274907e-3
2.896000e1	-2.747326e-2	2.110204e-3
2.900000e1	-3.203283e-2	2.156601e-3
2.904000e1	-3.616935e-2	2.225399e-3
2.908000e1	-3.968353e-2	2.283082e-3
2.912000e1	-4.191177e-2	3.485443e-3
2.916000e1	-4.358780e-2	3.512405e-3
2.920000e1	-4.414880e-2	3.486705e-3
2.924000e1	-4.413937e-2	3.506351e-3
2.928000e1	-4.321115e-2	3.493929e-3
2.932000e1	-4.141165e-2	3.398133e-3
2.936000e1	-3.838654e-2	2.657253e-3
2.940000e1	-3.495109e-2	2.597423e-3
2.944000e1	-3.085071e-2	1.777013e-3
2.948000e1	-2.624920e-2	1.720277e-3
2.952000e1	-2.106324e-2	8.829826e-4
2.956000e1	-1.569850e-2	8.763517e-4
2.960000e1	-9.947744e-3	7.335734e-4
2.964000e1	-4.456263e-3	-1.995061e-5
2.968000e1	1.078855e-3	-6.562484e-5
2.972000e1	6.311555e-3	-3.099851e-5
2.976000e1	1.118158e-2	-4.037509e-5
2.980000e1	1.520045e-2	-7.053469e-5
2.984000e1	1.911086e-2	-5.258067e-5
2.988000e1	2.259969e-2	-1.809531e-5
2.992000e1	2.564005e-2	-4.440177e-4
2.996000e1	2.700757e-2	-4.312422e-4
3.000000e1	2.787710e-2	-4.338632e-4
3.004000e1	2.870258e-2	-8.829398e-4
3.008000e1	2.784105e-2	-8.672508e-4
3.012000e1	2.611806e-2	-8.757530e-4
3.016000e1	2.388990e-2	-8.504079e-4
3.020000e1	2.079404e-2	-8.747558e-4
3.024000e1	1.682681e-2	-8.247590e-4
3.028000e1	1.254614e-2	-8.738221e-4
3.032000e1	7.729913e-3	-8.355410e-4
3.036000e1	2.419714e-3	-4.431462e-4
3.040000e1	-2.778251e-3	-4.264536e-6
3.044000e1	-8.379012e-3	2.192962e-5
3.048000e1	-1.394119e-2	1.528247e-4
3.052000e1	-1.933702e-2	2.416845e-4
3.056000e1	-2.445228e-2	1.285647e-3
3.060000e1	-2.898100e-2	1.337867e-3
3.064000e1	-3.314861e-2	2.154029e-3
3.068000e1	-3.699669e-2	2.256235e-3
3.072000e1	-3.971831e-2	2.232247e-3
3.076000e1	-4.147022e-2	2.243060e-3
3.080000e1	-4.276296e-2	2.264294e-3
3.084000e1	-4.320443e-2	2.298302e-3
3.088000e1	-4.238806e-2	2.263239e-3
3.092000e1	-4.105828e-2	2.267014e-3
3.096000e1	-3.926358e-2	2.211560e-3
3.100000e1	-3.655006e-2	2.163767e-3
3.104000e1	-3.273407e-2	2.166802e-3
3.108000e1	-2.857554e-2	1.350965e-3
3.112000e1	-2.410457e-2	1.342544e-3
3.116000e1	-1.896965e-2	5.001482e-4
3.120000e1	-1.366891e-2	4.467533e-4
3.124000e1	-8.333408e-3	4.670969e-4
3.128000e1	-2.817562e-3	-2.434394e-4
3.132000e1	2.494576e-3	-3.801820e-4
3.136000e1	7.367033e-3	-5.059828e-4
3.140000e1	1.210257e-2	-4.911650e-4
3.144000e1	1.602051e-2	-4.525114e-4
3.148000e1	1.995685e-2	-4.439786e-4
3.152000e1	2.346109e-2	-4.679013e-4
3.156000e1	2.567954e-2	-1.269086e-3
3.160000e1	2.699742e-2	-1.311638e-3
3.164000e1	2.743754e-2	-1.313487e-3
3.168000e1	2.739125e-2	-1.271562e-3
3.172000e1	2.614665e-2	-1.254243e-3
3.176000e1	2.436226e-2	-9.032765e-4
3.180000e1	2.214235e-2	-8.770493e-4
3.184000e1	1.867371e-2	-8.386186e-4
3.188000e1	1.506020e-2	-8.361447e-4
3.192000e1	1.067140e-2	-8.159844e-4
3.196000e1	5.525628e-3	-8.100755e-4
3.200000e1	6.525278e-4	-3.039649e-5
3.204000e1	-4.654889e-3	4.237933e-5
3.208000e1	-1.007795e-2	4.492097e-5
3.212000e1	-1.525273e-2	9.165107e-4
3.216000e1	-2.034079e-2	9.355816e-4
3.220000e1	-2.504951e-2	9.484656e-4
3.224000e1	-2.951613e-2	1.740608e-3
3.228000e1	-3.317643e-2	1.768175e-3
3.232000e1	-3.626341e-2	2.561608e-3
3.236000e1	-3.881661e-2	2.602813e-3
3.240000e1	-4.103700e-2	2.616371e-3
3.244000e1	-4.192323e-2	2.630088e-3
3.248000e1	-4.192042e-2	2.618962e-3
3.252000e1	-4.111012e-2	2.607711e-3
3.256000e1	-3.968658e-2	2.611456e-3
3.260000e1	-3.715443e-2	2.180306e-3
3.264000e1	-3.438308e-2	2.174024e-3
3.268000e1	-3.082046e-2	1.343314e-3
3.272000e1	-2.665286e-2	1.281002e-3
3.276000e1	-2.208295e-2	1.306252e-3
3.280000e1	-1.705781e-2	5.490113e-4
3.284000e1	-1.180248e-2	5.295086e-4
3.288000e1	-6.387142e-3	4.472792e-4
3.292000e1	-1.109518e-3	3.308739e-4
3.296000e1	3.973267e-3	-3.895299e-4
3.300000e1	8.878191e-3	-4.163469e-4
3.304000e1	1.336218e-2	-4.505421e-4
3.308000e1	1.733854e-2	-4.530780e-4
3.312000e1	2.040399e-2	-4.329835e-4
3.316000e1	2.303768e-2	-4.471174e-4
3.320000e1	2.437416e-2	-4.117255e-4
3.324000e1	2.567946e-2	-4.488781e-4
3.328000e1	2.652947e-2	-4.740786e-4
3.332000e1	2.609315e-2	-4.341598e-4
3.336000e1	2.478526e-2	-3.800377e-4
3.340000e1	2.260655e-2	-4.406399e-4
3.344000e1	1.993200e-2	-4.406041e-4
3.348000e1	1.648493e-2	-4.334761e-4
3.352000e1	1.286967e-2	-3.795099e-4
3.356000e1	8.497285e-3	-3.767254e-4
3.360000e1	3.727969e-3	-3.957308e-4
3.364000e1	-1.492665e-3	-4.079303e-4
3.368000e1	-6.582171e-3	-3.936426e-4
3.372000e1	-1.171285e-2	3.974358e-4
3.376000e1	-1.689224e-2	4.404608e-4
3.380000e1	-2.187956e-2	4.912241e-4
3.384000e1	-2.636070e-2	5.031122e-4
3.388000e1	-3.044692e-2	1.397477e-3
3.392000e1	-3.422156e-2	2.237283e-3
3.396000e1	-3.708133e-2	2.249543e-3
3.400000e1	-3.926922e-2	2.287072e-3
3.404000e1	-4.057899e-2	2.220677e-3
3.408000e1	-4.104859e-2	2.639013e-3
3.412000e1	-4.103426e-2	3.058962e-3
3.416000e1	-3.972887e-2	2.632681e-3
3.420000e1	-3.797781e-2	2.215626e-3
3.424000e1	-3.574170e-2	2.222636e-3
3.428000e1	-3.241045e-2	1.746813e-3
3.432000e1	-2.872654e-2	1.707278e-3
3.436000e1	-2.454051e-2	8.970799e-4
3.440000e1	-1.971851e-2	8.812164e-4
3.444000e1	-1.469840e-2	7.833358e-4
3.448000e1	-9.605888e-3	-3.015033e-5
3.452000e1	-4.415041e-3	-9.295030e-5
3.456000e1	6.138881e-4	-1.759782e-5
3.460000e1	5.445955e-3	-3.704852e-5
3.464000e1	9.973789e-3	-3.086696e-5
3.468000e1	1.422661e-2	-7.947208e-6
3.472000e1	1.773660e-2	-1.000777e-5
3.476000e1	2.041105e-2	-2.149935e-5
3.480000e1	2.300747e-2	-2.381420e-5
3.484000e1	2.477695e-2	-2.227086e-5
3.488000e1	2.567844e-2	-3.662463e-5
3.492000e1	2.567528e-2	-3.058685e-5
3.496000e1	2.521483e-2	-6.276949e-5
3.500000e1	2.346857e-2	3.667237e-4
3.504000e1	2.128235e-2	3.900190e-4
3.508000e1	1.853324e-2	2.699789e-4
3.512000e1	1.553748e-2	-4.366265e-4
3.516000e1	1.156245e-2	-4.240295e-4
3.520000e1	7.140754e-3	-3.778070e-4
3.524000e1	2.282216e-3	-3.999647e-4
3.528000e1	-2.480032e-3	1.725722e-5
3.532000e1	-7.639845e-3	3.652812e-4
3.536000e1	-1.268470e-2	2.938830e-4
3.540000e1	-1.764240e-2	4.394022e-4
3.544000e1	-2.226980e-2	8.738421e-4
3.548000e1	-2.667734e-2	1.308378e-3
3.552000e1	-3.052672e-2	2.187390e-3
3.556000e1	-3.363765e-2	2.167916e-3
3.560000e1	-3.624070e-2	2.193214e-3
3.564000e1	-3.800397e-2	2.206592e-3
3.568000e1	-3.966051e-2	2.629877e-3
3.572000e1	-3.981745e-2	2.247404e-3
3.576000e1	-3.965968e-2	2.240127e-3
3.580000e1	-3.879964e-2	2.195544e-3
3.584000e1	-3.702709e-2	2.177156e-3
3.588000e1	-3.445221e-2	2.157452e-3
3.592000e1	-3.132955e-2	2.143231e-3
3.596000e1	-2.784397e-2	1.761751e-3
3.600000e1	-2.359626e-2	1.726526e-3
3.604000e1	-1.900746e-2	8.620868e-4
3.608000e1	-1.410431e-2	7.653243e-4
3.612000e1	-9.262582e-3	-1.022006e-5
3.616000e1	-4.364096e-3	-9.787768e-5
3.620000e1	5.690088e-4	-3.852645e-5
3.624000e1	5.202623e-3	-1.259714e-4
3.628000e1	9.450690e-3	-6.928993e-5
3.632000e1	1.311116e-2	-1.065215e-4
3.636000e1	1.656292e-2	-1.018498e-4
3.640000e1	1.911093e-2	-7.574990e-6
3.644000e1	2.170825e-2	-1.150910e-5
3.648000e1	2.347364e-2	-2.289119e-5
3.652000e1	2.435079e-2	-2.026479e-5
3.656000e1	2.435366e-2	-1.243036e-5
3.660000e1	2.348327e-2	-1.478847e-5
3.664000e1	2.214727e-2	3.188201e-6
3.668000e1	1.997308e-2	-2.960770e-5
3.672000e1	1.729130e-2	-3.481928e-5
3.676000e1	1.384649e-2	-1.329118e-5
3.680000e1	1.025208e-2	-1.313332e-5
3.684000e1	5.851997e-3	-1.282197e-6
3.688000e1	1.157614e-3	4.763845e-7
3.692000e1	-3.577201e-3	2.487730e-5
3.696000e1	-8.525761e-3	3.015084e-5
3.700000e1	-1.345362e-2	1.451784e-4
3.704000e1	-1.798528e-2	8.408147e-4
3.708000e1	-2.259697e-2	9.069940e-4
3.712000e1	-2.674967e-2	1.728196e-3
3.716000e1	-3.037676e-2	1.743221e-3
3.720000e1	-3.357394e-2	2.610299e-3
3.724000e1	-3.619962e-2	2.652629e-3
3.728000e1	-3.794177e-2	2.672125e-3
3.732000e1	-3.886474e-2	2.675665e-3
3.736000e1	-3.890265e-2	2.650293e-3
3.740000e1	-3.882506e-2	2.668659e-3
3.744000e1	-3.710103e-2	2.608626e-3
3.748000e1	-3.529073e-2	1.768553e-3
3.752000e1	-3.273256e-2	1.767636e-3
3.756000e1	-2.968190e-2	1.758129e-3
3.760000e1	-2.608375e-2	1.728254e-3
3.764000e1	-2.153670e-2	8.450243e-4
3.768000e1	-1.729296e-2	8.800607e-4
3.772000e1	-1.253219e-2	4.104329e-5
3.776000e1	-7.590478e-3	-2.342957e-5
3.780000e1	-2.646768e-3	-1.504522e-4
3.784000e1	2.224441e-3	-4.156975e-5
3.788000e1	6.691954e-3	-2.800074e-5
3.792000e1	1.073593e-2	-3.115375e-5
3.796000e1	1.458162e-2	-3.157679e-5
3.800000e1	1.776633e-2	-4.075900e-5
3.804000e1	2.042164e-2	-6.690823e-5
3.808000e1	2.255229e-2	-2.539335e-5
3.812000e1	2.349202e-2	-2.294511e-5
3.816000e1	2.428144e-2	-1.217715e-5
3.820000e1	2.349000e-2	3.763514e-4
3.824000e1	2.218553e-2	3.803664e-4
3.828000e1	2.041593e-2	3.650753e-4
3.832000e1	1.778176e-2	9.730474e-6
3.836000e1	1.473962e-2	-2.603683e-6
3.840000e1	1.126249e-2	2.364146e-6
3.844000e1	7.595334e-3	-2.407429e-5
3.848000e1	3.140502e-3	-4.216204e-4
3.852000e1	-1.454071e-3	1.451803e-6
3.856000e1	-6.247042e-3	5.189332e-5
3.860000e1	-1.117005e-2	1.152518e-4
3.864000e1	-1.607141e-2	2.012330e-4
3.868000e1	-2.043560e-2	8.638902e-4
3.872000e1	-2.465944e-2	1.312411e-3
3.876000e1	-2.837481e-2	1.744911e-3
3.880000e1	-3.152477e-2	2.549380e-3
3.884000e1	-3.403463e-2	2.621909e-3
3.888000e1	-3.618262e-2	2.632965e-3
3.892000e1	-3.754802e-2	2.663346e-3
3.896000e1	-3.799903e-2	2.625855e-3
3.900000e1	-3.795501e-2	2.626899e-3
3.904000e1	-3.710431e-2	2.589858e-3
3.908000e1	-3.534443e-2	2.196639e-3
3.912000e1	-3.353761e-2	1.792419e-3
3.916000e1	-3.055294e-2	1.726716e-3
3.920000e1	-2.733205e-2	1.725415e-3
3.924000e1	-2.373476e-2	9.248011e-4
3.928000e1	-1.928502e-2	8.447662e-4
3.932000e1	-1.466158e-2	7.694265e-4
3.936000e1	-9.866812e-3	6.971016e-4
3.940000e1	-5.320384e-3	-7.974340e-5
3.944000e1	-6.689928e-4	-1.010722e-4
3.948000e1	3.817376e-3	-1.199495e-4
3.952000e1	8.095712e-3	-6.861717e-5
3.956000e1	1.200659e-2	-8.485493e-5
3.960000e1	1.515716e-2	-5.073470e-5
3.964000e1	1.819915e-2	-6.077723e-5
3.968000e1	2.039329e-2	-5.653371e-5
3.972000e1	2.175413e-2	-1.995133e-5
3.976000e1	2.259961e-2	-3.729943e-5
3.980000e1	2.303851e-2	-4.589034e-6
3.984000e1	2.259751e-2	-1.022861e-5
3.988000e1	2.129603e-2	-7.793524e-6
3.992000e1	1.951481e-2	-1.935195e-5
3.996000e1	1.690333e-2	-2.539566e-5
4.000000e1	1.380644e-2	-4.269527e-4
4.004000e1	1.028242e-2	-4.066316e-4
4.008000e1	6.318681e-3	-3.690883e-4
4.012000e1	1.940771e-3	-3.417037e-4
4.016000e1	-2.487142e-3	3.643788e-4
4.020000e1	-7.192352e-3	3.015487e-4
4.024000e1	-1.195635e-2	3.693400e-4
4.028000e1	-1.671748e-2	4.919772e-4
4.032000e1	-2.078229e-2	1.282973e-3
4.036000e1	-2.495974e-2	1.346451e-3
4.040000e1	-2.867140e-2	1.361419e-3
4.044000e1	-3.142639e-2	1.379253e-3
4.048000e1	-3.400166e-2	2.149763e-3
4.052000e1	-3.574507e-2	2.171000e-3
4.056000e1	-3.669175e-2	2.188482e-3
4.060000e1	-3.713558e-2	2.182233e-3
4.064000e1	-3.709887e-2	2.213419e-3
4.068000e1	-3.622151e-2	2.183617e-3
4.072000e1	-3.489411e-2	2.220168e-3
4.076000e1	-3.265021e-2	2.179726e-3
4.080000e1	-3.001196e-2	1.756161e-3
4.084000e1	-2.624776e-2	1.316608e-3
4.088000e1	-2.264609e-2	1.301684e-3
4.092000e1	-1.831825e-2	1.300776e-3
4.096000e1	-1.389352e-2	5.184847e-4
4.100000e1	-9.271437e-3	4.047793e-4
4.104000e1	-4.729925e-3	-9.646280e-6
4.108000e1	-1.752906e-4	-4.009556e-4
4.112000e1	4.173008e-3	-3.766035e-4
4.116000e1	8.481710e-3	-4.669031e-4
4.120000e1	1.205986e-2	-8.765278e-4
4.124000e1	1.553098e-2	-8.892993e-4
4.128000e1	1.819339e-2	-8.827438e-4
4.132000e1	2.037352e-2	-8.907159e-4
4.136000e1	2.169103e-2	-8.889590e-4
4.140000e1	2.261626e-2	-8.663131e-4
4.144000e1	2.264474e-2	-8.316961e-4
4.148000e1	2.215285e-2	-8.626473e-4
4.152000e1	2.087085e-2	-8.901444e-4
4.156000e1	1.906369e-2	-8.802877e-4
4.160000e1	1.643594e-2	-8.593077e-4
4.164000e1	1.322989e-2	-8.366311e-4
4.168000e1	9.456416e-3	-8.333348e-4
4.172000e1	5.468576e-3	-7.919119e-4
4.176000e1	1.113749e-3	-7.724431e-4
4.180000e1	-3.264607e-3	-4.486757e-5
4.184000e1	-7.930520e-3	-1.932406e-5
4.188000e1	-1.269342e-2	1.729018e-4
4.192000e1	-1.680497e-2	8.801420e-4
4.196000e1	-2.080271e-2	8.424495e-4
4.200000e1	-2.493647e-2	8.923790e-4
4.204000e1	-2.844560e-2	1.335527e-3
4.208000e1	-3.108591e-2	2.181448e-3
4.212000e1	-3.326101e-2	2.214191e-3
4.216000e1	-3.533519e-2	2.628128e-3
4.220000e1	-3.620056e-2	2.631844e-3
4.224000e1	-3.663395e-2	2.648652e-3
4.228000e1	-3.621205e-2	2.645347e-3
4.232000e1	-3.532158e-2	2.629140e-3
4.236000e1	-3.398934e-2	2.595658e-3
4.240000e1	-3.179017e-2	2.588663e-3
4.244000e1	-2.872062e-2	1.764998e-3
4.248000e1	-2.531003e-2	1.720636e-3
4.252000e1	-2.149670e-2	8.795305e-4
4.256000e1	-1.733467e-2	8.465641e-4
4.260000e1	-1.275062e-2	6.855162e-4
4.264000e1	-8.641905e-3	1.466932e-5
4.268000e1	-4.100854e-3	-3.092798e-5
4.272000e1	2.197092e-4	-2.811300e-5
4.276000e1	4.619845e-3	-1.318636e-5
4.280000e1	8.546833e-3	-4.132566e-5
4.284000e1	1.207183e-2	-1.851817e-5
4.288000e1	1.509163e-2	-8.053542e-4
4.292000e1	1.774202e-2	-8.143653e-4
4.296000e1	1.951776e-2	-8.092786e-4
4.300000e1	2.082227e-2	-8.185424e-4
4.304000e1	2.127193e-2	-8.214766e-4
4.308000e1	2.170682e-2	-8.559488e-4
4.312000e1	2.083658e-2	-8.587139e-4
4.316000e1	1.910169e-2	-8.680191e-4
4.320000e1	1.691753e-2	-8.656160e-4
4.324000e1	1.467514e-2	-8.457361e-4
4.328000e1	1.119062e-2	-4.483581e-4
4.332000e1	7.658726e-3	-4.011598e-4
4.336000e1	3.741367e-3	-3.629656e-4
4.340000e1	-5.633321e-4	-3.800448e-4
4.344000e1	-5.022142e-3	-3.625666e-4
4.348000e1	-9.385392e-3	3.738699e-4
4.352000e1	-1.369442e-2	3.445589e-4
4.356000e1	-1.784702e-2	3.780033e-4
4.360000e1	-2.180732e-2	4.742816e-4
4.364000e1	-2.567019e-2	5.019985e-4
4.368000e1	-2.906814e-2	2.167595e-3
4.372000e1	-3.177560e-2	2.189783e-3
4.376000e1	-3.358811e-2	2.179282e-3
4.380000e1	-3.528770e-2	2.195613e-3
4.384000e1	-3.617091e-2	2.196746e-3
4.388000e1	-3.618825e-2	2.197807e-3
4.392000e1	-3.609170e-2	2.205114e-3
4.396000e1	-3.445152e-2	1.397733e-3
4.400000e1	-3.264778e-2	1.372729e-3
4.404000e1	-3.008001e-2	1.325177e-3
4.408000e1	-2.715702e-2	1.306332e-3
4.412000e1	-2.375441e-2	8.578535e-4
4.416000e1	-1.995450e-2	8.341418e-4
4.420000e1	-1.577983e-2	7.623667e-4
4.424000e1	-1.169538e-2	3.235569e-5
4.428000e1	-7.223563e-3	6.785077e-6
4.432000e1	-2.732227e-3	-7.687113e-5
4.436000e1	1.517576e-3	-2.688969e-5
4.440000e1	5.502753e-3	-2.958625e-5
4.444000e1	9.421406e-3	-3.466490e-5
4.448000e1	1.254446e-2	-3.072880e-5
4.452000e1	1.558115e-2	-2.474444e-5
4.456000e1	1.777995e-2	-2.436896e-5
4.460000e1	1.910276e-2	-8.402313e-6
4.464000e1	1.998441e-2	2.842016e-6
4.468000e1	2.040854e-2	1.017339e-5
4.472000e1	1.999624e-2	1.092220e-5
4.476000e1	1.912632e-2	-2.742546e-5
4.480000e1	1.822886e-2	-4.271356e-4
4.484000e1	1.644026e-2	-4.348137e-4
4.488000e1	1.383310e-2	-4.352512e-4
4.492000e1	1.034189e-2	-4.139627e-4
4.496000e1	6.778175e-3	-3.846198e-4
4.500000e1	2.861499e-3	-3.411967e-4
4.504000e1	-1.506375e-3	2.579305e-5
4.508000e1	-5.797672e-3	5.676722e-5
4.512000e1	-9.934159e-3	4.206449e-4
4.516000e1	-1.439695e-2	5.069055e-4
4.520000e1	-1.830074e-2	1.285909e-3
4.524000e1	-2.222040e-2	1.323252e-3
4.528000e1	-2.574936e-2	1.750926e-3
4.532000e1	-2.909890e-2	2.165927e-3
4.536000e1	-3.138172e-2	2.175427e-3
4.540000e1	-3.356349e-2	2.192182e-3
4.544000e1	-3.488748e-2	2.199385e-3
4.548000e1	-3.533360e-2	2.208659e-3
4.552000e1	-3.533233e-2	2.193777e-3
4.556000e1	-3.487836e-2	2.202217e-3
4.560000e1	-3.355313e-2	2.197331e-3
4.564000e1	-3.177265e-2	2.154263e-3
4.568000e1	-2.903417e-2	1.349030e-3
4.572000e1	-2.584555e-2	1.325287e-3
4.576000e1	-2.221575e-2	1.286506e-3
4.580000e1	-1.859657e-2	8.114779e-4
4.584000e1	-1.441927e-2	4.800129e-4
4.588000e1	-1.020627e-2	4.031306e-4
4.592000e1	-5.928504e-3	3.677085e-4
4.596000e1	-1.875832e-3	-3.824777e-4
4.600000e1	2.387840e-3	-4.376842e-4
4.604000e1	6.037639e-3	-4.419651e-4
4.608000e1	9.494474e-3	-4.458190e-4
4.612000e1	1.252741e-2	-4.499188e-4
4.616000e1	1.514989e-2	-4.474175e-4
4.620000e1	1.732531e-2	-4.592027e-4
4.624000e1	1.906788e-2	-4.521391e-4
4.628000e1	1.995360e-2	-4.505734e-4
4.632000e1	1.996619e-2	-4.433229e-4
4.636000e1	1.994520e-2	-4.417291e-4
4.640000e1	1.865493e-2	-4.331562e-4
4.644000e1	1.689460e-2	-4.446445e-4
4.648000e1	1.470702e-2	-4.391764e-4
4.652000e1	1.205674e-2	-4.370142e-4
4.656000e1	8.995249e-3	-4.341953e-4
4.660000e1	5.088600e-3	-4.089702e-4
