times phi_values phi_d1_values
0.0 0.12944316536613412 0.0
0.010001000100010001 0.1293511939676069 -0.018394279705449487
0.020002000200020003 0.12907559810308722 -0.03672489319848174
0.030003000300030003 0.12861697183751286 -0.05500035991638924
0.040004000400040006 0.1279760001591829 -0.0731939757496015
0.05000500050005001 0.12715363446032857 -0.0912791640212628
0.060006000600060005 0.12615109105944147 -0.10922951615615624
0.07000700070007002 0.1249698493181888 -0.12701883209437684
0.08000800080008001 0.12361164935577594 -0.14462116038819436
0.09000900090009001 0.12207848936423392 -0.16201083792020912
0.10001000100010002 0.1203726225287302 -0.17916252918053405
0.11001100110011001 0.11849655355762577 -0.19605126504035214
0.12001200120012001 0.11645303482762989 -0.2126524809588242
0.13001300130013002 0.11424506215003587 -0.22894205455998062
0.14001400140014003 0.11187587016465621 -0.2448963425159508
0.15001500150015 0.109348927368713 -0.26049221667268957
0.16001600160016002 0.10666793078857814 -0.2757070993542835
0.17001700170017003 0.1038368003028968 -0.2905189977819851
0.18001800180018002 0.10085967262626507 -0.30490653754436237
0.19001900190019003 0.09774089496326631 -0.31884899505538844
0.20002000200020004 0.09448501834329957 -0.3323263289379595
0.21002100210021002 0.09109679064725357 -0.3453192102712427
0.22002200220022003 0.08758114933769015 -0.3578090516414401
0.23002300230023004 0.0839432139047978 -0.3697780349370305
0.24002400240024002 0.08018827804095598 -0.3812091378313338
0.25002500250025006 0.07632180155731258 -0.3920861588973464
0.26002600260026004 0.07234940205631472 -0.40239374130222455
0.27002700270027 0.06827684637464579 -0.4121173950315614
0.28002800280028006 0.0641100418115045 -0.42124351759669804
0.29002900290029004 0.0598550271576123 -0.4297594131817401
0.3000300030003 0.0555179635407501 -0.43765331019070086
0.31003100310031007 0.051105125104000344 -0.4449143771592498
0.32003200320032005 0.04662288953320461 -0.4515327369998964
0.33003300330033003 0.042077728450434844 -0.4574994795540568
0.34003400340034007 0.037476197690517986 -0.46280667242931506
0.35003500350035005 0.03282492747784509 -0.4674473701052651
0.36003600360036003 0.028130612520835874 -0.4714156212965774
0.37003700370037007 0.023400002041516318 -0.4747064745673337
0.38003800380038005 0.01863988975769875 -0.47731598219617927
0.39003900390039004 0.013857103835230818 -0.4792412022974072
0.4000400040004001 0.009058496827700376 -0.4804801992086809
0.41004100410041006 0.004250935620848671 -0.48103204216166007
0.42004200420042004 -0.0005587086012460784 -0.48089680225728976
0.4300430043004301 -0.005363570351396982 -0.48007554777289085
0.44004400440044006 -0.01015679977942847 -0.4785703378334068
0.45004500450045004 -0.014931572541016389 -0.4763842144841766
0.4600460046004601 -0.01968109957947414 -0.4735211932073739
0.47004700470047006 -0.024398636805154684 -0.4699862519287348
0.48004800480048004 -0.02907749465762516 -0.4657853185653604
0.4900490049004901 -0.03371104753629788 -0.460925257169184
0.5000500050005001 -0.038292743085764365 -0.4554138527241127
0.51005100510051 -0.042816111322674225 -0.44925979465785865
0.5200520052005201 -0.04727477359162374 -0.4424726591320452
0.5300530053005301 -0.051662451338165424 -0.4350628901762918
0.54005400540054 -0.05597297468771504 -0.427041779733631
0.5500550055005501 -0.060200290819812145 -0.4184214466857904
0.5600560056005601 -0.06433847212787895 -0.40921481492757045
0.57005700570057 -0.06838172415531568 -0.39943559055977457
0.5800580058005801 -0.07232439329946407 -0.3890982382699027
0.5900590059005901 -0.07616097427565917 -0.37821795696911675
0.6000600060006 -0.07988611733426897 -0.36681065475284164
0.6100610061006101 -0.08349463522428717 -0.354892923250799
0.6200620062006201 -0.0869815098976927 -0.34248201143030693
0.6300630063006301 -0.09034189894941595 -0.32959579891434476
0.6400640064006401 -0.09357114178835373 -0.31625276887321113
0.6500650065006501 -0.09666476553544792 -0.3024719805456271
0.6600660066006601 -0.09961849064538553 -0.28827304144189475
0.6700670067006701 -0.10242823624898627 -0.2736760792782533
0.6800680068006801 -0.10509012521381712 -0.2587017136879177
0.6900690069006901 -0.10760048892100915 -0.24337102775048733
0.7000700070007001 -0.10995587175664914 -0.227705539377512
0.7100710071007101 -0.11215303531647694 -0.2117271725880465
0.7200720072007201 -0.11418896232293745 -0.1954582287040545
0.7300730073007301 -0.11606086025391564 -0.1789213574915842
0.7400740074007401 -0.11776616468272241 -0.16213952826977004
0.7500750075007501 -0.11930254232910108 -0.1451360010059617
0.7600760076007601 -0.12066789382118928 -0.1279342974116805
0.7700770077007701 -0.12186035616850116 -0.11055817205069399
0.7800780078007801 -0.1228783049460912 -0.09303158346731381
0.7900790079007901 -0.12372035619012825 -0.07537866534009752
0.8000800080008001 -0.12438536800514621 -0.05762369766349553
0.8100810081008101 -0.124872441883252 -0.03979107795766235
0.8200820082008201 -0.12518092373556364 -0.021905292504665275
0.8300830083008301 -0.12531040463612544 -0.003990887607696723
0.8400840084008401 -0.12526107574643042 0.013856665546702682
0.8500850085008501 -0.12503373304520524 0.03161187469833593
0.8600860086008602 -0.1246290762769312 0.049319478956470666
0.8700870087008701 -0.12404771080623607 0.06695361518255565
0.8800880088008801 -0.12329050005678875 0.08448853470690731
0.8900890089008902 -0.12235856416972606 0.10189864270563138
0.9000900090009001 -0.12125327826949116 0.11915853734134886
0.9100910091009101 -0.11997627033974598 0.13624304860768804
0.9200920092009202 -0.11852941871262122 0.15312727681726268
0.9300930093009301 -0.11691484917517195 0.16978663067259134
0.9400940094009401 -0.11513493169751328 0.1861968648591425
0.9500950095009502 -0.11319227678772041 0.20233411709943216
0.9600960096009601 -0.11108973147918885 0.21817494460687964
0.9700970097009701 -0.10883037495676465 0.2336963598779624
0.9800980098009802 -0.10641751382856918 0.24887586576113077
0.9900990099009902 -0.10385467705105868 0.26369148974096907
1.0001000100010002 -0.10114561051547259 0.27812181737624836
1.0101010101010102 -0.09829427130443719 0.29214602483083396
1.02010201020102 -0.09530482162809847 0.3057439104369082
1.0301030103010302 -0.09218162244976057 0.3188959252306745
1.0401040104010402 -0.088929226811599 0.3315832024016398
1.05010501050105 -0.08555237287160204 0.3437875855977505
1.0601060106010602 -0.08205597666346279 0.35549165603010136
1.0701070107010702 -0.078445124591699 0.36667875832265684
1.08010801080108 -0.07472506567481352 0.37733302505443955
1.0901090109010902 -0.07090120354982157 0.3874393999439497
1.1001100110011002 -0.06697908825196085 0.39698365962819615
1.11011101110111 -0.06296440778386168 0.40595243399163794
1.1201120112011203 -0.05886297948888571 0.4143332250035557
1.1301130113011302 -0.054680741243738507 0.4221144240258852
1.14011401140114 -0.05042374248582237 0.4292853275573426
1.1501150115011503 -0.046098135091117 0.4358361513837308
1.1601160116011602 -0.0417101641186552 0.4417580431086295
1.17011701170117 -0.03726615843789603 0.44704309304320305
1.1801180118011803 -0.032772521255487054 0.45168434343859337
1.1901190119011902 -0.028235720558047767 0.4556757960492638
1.2001200120012 -0.023662279487697974 0.45901241802069503
1.2101210121012103 -0.019058766667094662 0.4616901460999674
1.2201220122012202 -0.014431786490730032 0.46370588917295863
1.2301230123012301 -0.009787969399179707 0.4650575291371064
1.2401240124012403 -0.005133962152874758 0.4657439201238835
1.2501250125012502 -0.0004764181218039562 0.46576488609027683
1.2601260126012601 0.004178012392665441 0.4651212168036025
1.2701270127012703 0.008822691787927906 0.4638146622488905
1.2801280128012802 0.013451004726636321 0.4618479254927928
1.2901290129012901 0.018056367624312633 0.45922465404246926
1.3001300130013003 0.02263223804323573 0.4559494297421502
1.3101310131013102 0.027172123978216625 0.4520277572540287
1.3201320132013201 0.03166959302035561 0.4474660511737678
1.3301330133013303 0.03611828138539539 0.44227162183418817
1.3401340134013402 0.040511902793834376 0.43645265985360826
1.3501350135013501 0.044844257190541505 0.43001821948781815
1.3601360136013603 0.049109239292214404 0.4229782008467623
1.3701370137013702 0.0533008469516416 0.4153433310386766
1.3801380138013801 0.05741318932836327 0.4071251443056573
1.3901390139013903 0.06144049485596873 0.39833596121543513
1.4001400140014002 0.06537711899691832 0.3889888669744826
1.4101410141014101 0.06921755177642827 0.3790976889275068
1.4201420142014203 0.07295642508760518 0.3686769733078753
1.4301430143014302 0.07658851976065761 0.35774196130261277
1.4401440144014401 0.08010877238964217 0.3463085644942979
1.4501450145014503 0.08351228191081624 0.33439333974051355
1.4601460146014602 0.08679431592726619 0.3220134635494763
1.4701470147014701 0.08995031677505422 0.3091867060081296
1.4801480148014803 0.09297590732667661 0.2959314043163503
1.4901490149014902 0.09586689652814853 0.28226643597803247
1.5001500150015001 0.09861928466652223 0.2682111916967065
1.5101510151015103 0.10122926836510607 0.2537855480200624
1.5201520152015202 0.10369324530407796 0.239009839774317
1.5301530153015301 0.10600781866457869 0.22390483232582784
1.5401540154015403 0.10816980129472663 0.20849169370376094
1.5501550155015502 0.1101762195963154 0.19279196661399567
1.5601560156015601 0.11202431713123961 0.1768275403708462
1.5701570157015703 0.11371155794694199 0.16062062276962938
1.5801580158015802 0.1152356296203884 0.14419371191965324
1.5901590159015901 0.11659444602025604 0.12756956805387498
1.6001600160016003 0.117786149787167 0.11077118532831841
1.6101610161016102 0.11880911453191549 0.09382176362137934
1.6201620162016201 0.11966194675172447 0.0767446803404163
1.6301630163016303 0.12034348746462929 0.0595634622405489
1.6401640164016402 0.12085281356212402 0.042301757258394725
1.6501650165016502 0.12118923888022393 0.024983306361588277
1.6601660166016603 0.12135231498909868 0.00763191541336201
1.6701670167016702 0.12134218572206913 -0.009657768819272397
1.6801680168016802 0.1211595908379331 -0.026861208007935577
1.6901690169016903 0.12080516456883189 -0.04402404581230566
1.7001700170017002 0.12027943821181201 -0.061121225591668334
1.7101710171017102 0.11958319311836824 -0.0781277930970885
1.7201720172017203 0.11871745947984409 -0.095018934607739
1.7301730173017302 0.11768351473255877 -0.11177001484932601
1.7401740174017402 0.11648288158513176 -0.1283566146360743
1.7501750175017503 0.11511732567106353 -0.144754568177572
1.7601760176017602 0.11358885283021769 -0.16093999999159703
1.7701770177017702 0.11189970602344035 -0.17688936136387065
1.7801780178017803 0.11005236188514338 -0.1925794662955245
1.7901790179017902 0.10804952691927103 -0.20798752687894503
1.8001800180018002 0.10589413334466333 -0.22309118804259442
1.8101810181018103 0.10358933459642325 -0.23786856160542003
1.8201820182018202 0.10113850049048825 -0.25229825958157825
1.8301830183018302 0.09854521205919818 -0.2663594266764355
1.8401840184018403 0.09581325606624005 -0.28003177191519035
1.8501850185018502 0.09294661920993405 -0.2932955993460113
1.8601860186018602 0.0899494820244024 -0.30613183776031955
1.8701870187018703 0.08682621248873183 -0.31852206937379224
1.8801880188018802 0.08358135935479873 -0.33044855741282997
1.8901890189018902 0.08021964520497135 -0.34189427255264393
1.9001900190019003 0.07674595925143422 -0.3528429181547823
1.9101910191019102 0.07316534988939108 -0.36327895425384527
1.9201920192019202 0.06948301701689515 -0.3731876202453405
1.9301930193019303 0.0657043041345229 -0.38255495622910984
1.9401940194019403 0.06183469023854978 -0.39136782296551353
1.9501950195019504 0.05787978152169926 -0.399613920404591
1.9601960196019603 0.05384530289591773 -0.4072818047517151
