times phi_values phi_d1_values
0.0 -0.2273876478906185 0.0
0.010001000100010001 -0.2272262629308858 0.0322769919465396
0.020002000200020003 -0.226742455063494 0.06448458153182161
0.030003000300030003 -0.22593706202075783 0.09659402701541304
0.040004000400040006 -0.2248112951365898 0.12855934981819364
0.05000500050005001 -0.22336682452827394 0.16033477184497785
0.060006000600060005 -0.22160577678590085 0.19187477662964067
0.07000700070007002 -0.2195307320502287 0.22313417050479115
0.08000800080008001 -0.21714472047871086 0.2540681437987752
0.09000900090009001 -0.2144512180994418 0.2846323320550392
0.10001000100010002 -0.21145414205286733 0.31478287725984955
0.11001100110011001 -0.2081578452212972 0.3444764890541745
0.12001200120012001 -0.20456711024655463 0.3736705058943397
0.13001300130013002 -0.20068714293651274 0.40232295611403823
0.14001400140014003 -0.19652356506180463 0.4303926188275825
0.15001500150015 -0.19208240654466108 0.4578390846011282
0.16001600160016002 -0.18737009704262955 0.4846228158051776
0.17001700170017003 -0.1823934569308627 0.5107052065481905
0.18001800180018002 -0.17715968768773266 0.5360486420778151
0.19001900190019003 -0.17167636168972705 0.5606165575233083
0.20002000200020004 -0.16595141142290867 0.5843734958403682
0.21002100210021002 -0.15999311811966654 0.6072851648080603
0.22002200220022003 -0.1538100998310413 0.6293184929169875
0.23002300230023004 -0.14741129894656368 0.6504416839785355
0.24002400240024002 -0.14080596917528554 0.6706242702770925
0.25002500250025006 -0.1340036620034962 0.6898371640807748
0.26002600260026004 -0.1270142126464847 0.7080527073215299
0.27002700270027 -0.11984772551361371 0.725244719252666
0.28002800280028006 -0.11251455920789549 0.7413885418909768
0.29002900290029004 -0.10502531108318172 0.7564610830517774
0.3000300030003 -0.09739080138398093 0.7704408567883818
0.31003100310031007 -0.08962205699477466 0.7833080210528731
0.32003200320032005 -0.08173029482749815 0.7950444124024275
0.33003300330033003 -0.07372690487756141 0.805633577584921
0.34003400340034007 -0.06562343298039175 0.8150608018490101
0.35003500350035005 -0.05743156330196054 0.8233131338372327
0.36003600360036003 -0.04916310059809532 0.8303794069358119
0.37003700370037007 -0.04082995227855828 0.8362502569715945
0.38003800380038005 -0.03244411031287649 0.8409181361647639
0.39003900390039004 -0.02401763301572557 0.8443773232654196
0.4000400040004001 -0.015562626750285462 0.846623929822602
0.41004100410041006 -0.007091227588394314 0.8476559025556276
0.42004200420042004 0.0013844170334810213 0.8474730218194392
0.4300430043004301 0.009852166623467272 0.846076896177811
0.44004400440044006 0.01829990586995842 0.8434709531204189
0.45004500450045004 0.026715562765469155 0.8396604259817284
0.4600460046004601 0.03508712658108336 0.8346523371411126
0.47004700470047006 0.04340266565481054 0.8284554776043238
0.48004800480048004 0.05165034495826305 0.8210803830861795
0.4900490049004901 0.05981844340735817 0.8125393067328435
0.5000500050005001 0.0678953708842183 0.8028461886391836
0.51005100510051 0.07586968493907509 0.7920166223321725
0.5200520052005201 0.08373010714276098 0.7800678184050064
0.5300530053005301 0.091465539062278 0.7670185654983979
0.54005400540054 0.09906507783394622 0.7528891888352455
0.5500550055005501 0.10651803131073495 0.7377015065225005
0.5600560056005601 0.1138139327625449 0.7214787838394894
0.57005700570057 0.12094255511041818 0.7042456857351674
0.5800580058005801 0.127893924677883 0.6860282277577942
0.5900590059005901 0.13465833444486863 0.6668537256393365
0.6000600060006 0.14122635679183335 0.6467507437536036
0.6100610061006101 0.14758885572391015 0.6257490426617545
0.6200620062006201 0.1537369985669765 0.6038795259515181
0.6300630063006301 0.15966226712957082 0.5811741865673449
0.6400640064006401 0.16535646832649709 0.5576660528179104
0.6500650065006501 0.1708117442617621 0.53338913423509
0.6600660066006601 0.176020581770162 0.5083783674448874
0.6700670067006701 0.18097582141836652 0.48266956219601737
0.6800680068006801 0.18567066596772722 0.45629934767612446
0.6900690069006901 0.1900986883022536 0.42930511922915054
0.7000700070007001 0.19425383882625122 0.40172498557037295
0.7100710071007101 0.19813045233699467 0.3735977165783153
0.7200720072007201 0.20172325437851277 0.34496269172530425
0.7300730073007301 0.2050273670830948 0.3158598491911037
0.7400740074007401 0.20803831450748536 0.28632963568701114
0.7500750075007501 0.21075202747092658 0.2564129570012325
0.7600760076007601 0.213164847902235 0.22615112926045253
0.7700770077007701 0.21527353270297453 0.19558583088745243
0.7800780078007801 0.2170752571335146 0.16475905522056278
0.7900790079007901 0.2185676177283565 0.13371306374781777
0.8000800080008001 0.21974863474658077 0.10249033989703522
0.8100810081008101 0.22061675416262994 0.0711335433128001
0.8200820082008201 0.22117084920190686 0.03968546454258225
0.8300830083008301 0.22141022142485506 0.00818898004705675
0.8400840084008401 0.22133477685676767 -0.023277893664537457
0.8500850085008501 0.22094503279956834 -0.05467091777532639
0.8600860086008602 0.22024177847227083 -0.0859799476841755
0.8700870087008701 0.21922607812111866 -0.11716012254626025
0.8800880088008801 0.21789944369546022 -0.14816676258543013
0.8900890089008902 0.21626383273713054 -0.17895542908050266
0.9000900090009001 0.2143216456699851 -0.20948198434858717
0.9100910091009101 0.21207572248962284 -0.23970265172386762
0.9200920092009202 0.20952933885338607 -0.2695740755234889
0.9300930093009301 0.2066862015708476 -0.2990533809842014
0.9400940094009401 0.2035504434952049 -0.32809823414434097
0.9500950095009502 0.20012661781630475 -0.3566669016356897
0.9600960096009601 0.19641969175643165 -0.3847183103389298
0.9700970097009701 0.19243503967051237 -0.4122121068449266
0.9800980098009802 0.18817843555302705 -0.4391087166521397
0.9900990099009902 0.18365604495467516 -0.465369403018239
1.0001000100010002 0.17887441631272546 -0.490956325371699
1.0101010101010102 0.17384047169998224 -0.5158325971769453
