	mass_A
t	x	y
2.400000e1	5.390022e-3	1.923386e-3
2.404000e1	2.015004e-3	1.931742e-3
2.408000e1	-1.413123e-3	1.982124e-3
2.412000e1	-5.011691e-3	1.935540e-3
2.416000e1	-8.208317e-3	2.024305e-3
2.420000e1	-1.161272e-2	2.096518e-3
2.424000e1	-1.474709e-2	2.112153e-3
2.428000e1	-1.776756e-2	2.175655e-3
2.432000e1	-2.043010e-2	2.159608e-3
2.436000e1	-2.343816e-2	2.050585e-3
2.440000e1	-2.564362e-2	2.083253e-3
2.444000e1	-2.697649e-2	2.804518e-3
2.448000e1	-2.876756e-2	2.838227e-3
2.452000e1	-3.008594e-2	2.877890e-3
2.456000e1	-3.132172e-2	2.822842e-3
2.460000e1	-3.179739e-2	2.866454e-3
2.464000e1	-3.182575e-2	2.897330e-3
2.468000e1	-3.145690e-2	2.934594e-3
2.472000e1	-3.061656e-2	2.855646e-3
2.476000e1	-2.969037e-2	2.710578e-3
2.480000e1	-2.820382e-2	2.484799e-3
2.484000e1	-2.616405e-2	2.476134e-3
2.488000e1	-2.401997e-2	2.365905e-3
2.492000e1	-2.165845e-2	2.225128e-3
2.496000e1	-1.909034e-2	2.199785e-3
2.500000e1	-1.642749e-2	2.164462e-3
2.504000e1	-1.378787e-2	1.691078e-3
2.508000e1	-1.034885e-2	1.616127e-3
2.512000e1	-7.230274e-3	1.509445e-3
2.516000e1	-4.123305e-3	1.512540e-3
2.520000e1	-7.229178e-4	1.501565e-3
2.524000e1	2.368860e-3	1.515681e-3
2.528000e1	5.408960e-3	1.529617e-3
2.532000e1	8.157198e-3	1.576345e-3
2.536000e1	1.063082e-2	1.557094e-3
2.540000e1	1.257951e-2	1.598818e-3
2.544000e1	1.422138e-2	1.599236e-3
2.548000e1	1.521430e-2	1.599591e-3
2.552000e1	1.588763e-2	1.552304e-3
2.556000e1	1.610387e-2	1.566515e-3
2.560000e1	1.598809e-2	1.259613e-3
2.564000e1	1.544594e-2	1.248825e-3
2.568000e1	1.446966e-2	1.182927e-3
2.572000e1	1.304268e-2	1.195711e-3
2.576000e1	1.124556e-2	1.168256e-3
2.580000e1	8.911824e-3	1.096054e-3
2.584000e1	6.383605e-3	1.158894e-3
2.588000e1	3.459291e-3	1.223168e-3
2.592000e1	4.880700e-4	1.112139e-3
2.596000e1	-2.529306e-3	1.204112e-3
2.600000e1	-5.504933e-3	1.274008e-3
2.604000e1	-8.583516e-3	1.268972e-3
2.608000e1	-1.163418e-2	1.282257e-3
2.612000e1	-1.468254e-2	1.812190e-3
2.616000e1	-1.694231e-2	1.920364e-3
2.620000e1	-1.946302e-2	1.972720e-3
2.624000e1	-2.133684e-2	2.074132e-3
2.628000e1	-2.345194e-2	2.092702e-3
2.632000e1	-2.520902e-2	2.083658e-3
2.636000e1	-2.658814e-2	2.113332e-3
2.640000e1	-2.783349e-2	2.059053e-3
2.644000e1	-2.869078e-2	2.056735e-3
2.648000e1	-2.916388e-2	2.077886e-3
2.652000e1	-2.920331e-2	2.103536e-3
2.656000e1	-2.875549e-2	2.073980e-3
2.660000e1	-2.801112e-2	2.157700e-3
2.664000e1	-2.693235e-2	1.892691e-3
2.668000e1	-2.554743e-2	1.880114e-3
2.672000e1	-2.396689e-2	1.945081e-3
2.676000e1	-2.206396e-2	1.756550e-3
2.680000e1	-2.012849e-2	1.823525e-3
2.684000e1	-1.783605e-2	1.716238e-3
2.688000e1	-1.555838e-2	1.574118e-3
2.692000e1	-1.290601e-2	1.485363e-3
2.696000e1	-1.028669e-2	1.430691e-3
2.700000e1	-7.272402e-3	1.419091e-3
2.704000e1	-4.587351e-3	1.451801e-3
2.708000e1	-1.559248e-3	1.468276e-3
2.712000e1	1.125629e-3	1.500042e-3
2.716000e1	3.794611e-3	1.544978e-3
2.720000e1	6.341149e-3	1.548875e-3
2.724000e1	8.635294e-3	1.602210e-3
2.728000e1	1.038634e-2	1.619176e-3
2.732000e1	1.196776e-2	1.548550e-3
2.736000e1	1.288279e-2	1.574007e-3
2.740000e1	1.335590e-2	1.900039e-3
2.744000e1	1.336370e-2	1.895395e-3
2.748000e1	1.291842e-2	1.871930e-3
2.752000e1	1.207182e-2	1.838429e-3
2.756000e1	1.075366e-2	1.837465e-3
2.760000e1	8.950387e-3	1.813903e-3
2.764000e1	6.810206e-3	1.866926e-3
2.768000e1	4.530644e-3	1.867936e-3
2.772000e1	1.940827e-3	1.862447e-3
2.776000e1	-7.150651e-4	1.883145e-3
2.780000e1	-3.580320e-3	1.967806e-3
2.784000e1	-6.318870e-3	1.979123e-3
2.788000e1	-9.053359e-3	1.963509e-3
2.792000e1	-1.165966e-2	2.154627e-3
2.796000e1	-1.415952e-2	2.202379e-3
2.800000e1	-1.644447e-2	2.172237e-3
2.804000e1	-1.826003e-2	2.223638e-3
2.808000e1	-1.996951e-2	2.437546e-3
2.812000e1	-2.167275e-2	2.431633e-3
2.816000e1	-2.300511e-2	2.433057e-3
2.820000e1	-2.429794e-2	2.438666e-3
2.824000e1	-2.517135e-2	2.450244e-3
2.828000e1	-2.600741e-2	2.432432e-3
2.832000e1	-2.621352e-2	2.516945e-3
2.836000e1	-2.626950e-2	2.534380e-3
2.840000e1	-2.599789e-2	2.430043e-3
2.844000e1	-2.563990e-2	2.340369e-3
2.848000e1	-2.487868e-2	2.382677e-3
2.852000e1	-2.408175e-2	2.395872e-3
2.856000e1	-2.258501e-2	2.187316e-3
2.860000e1	-2.138541e-2	2.302820e-3
2.864000e1	-1.992913e-2	2.201871e-3
2.868000e1	-1.816388e-2	2.102076e-3
2.872000e1	-1.636167e-2	2.099764e-3
2.876000e1	-1.421927e-2	1.876121e-3
2.880000e1	-1.168000e-2	1.819029e-3
2.884000e1	-9.410474e-3	1.837739e-3
2.888000e1	-6.771560e-3	1.831639e-3
2.892000e1	-4.158388e-3	1.874808e-3
2.896000e1	-1.587353e-3	1.853423e-3
2.900000e1	9.998830e-4	1.831809e-3
2.904000e1	3.292602e-3	1.963435e-3
2.908000e1	5.468950e-3	1.948259e-3
2.912000e1	7.536381e-3	1.911803e-3
2.916000e1	9.277130e-3	1.916887e-3
2.920000e1	1.061964e-2	1.950756e-3
2.924000e1	1.126065e-2	1.993980e-3
2.928000e1	1.159886e-2	2.009023e-3
2.932000e1	1.150392e-2	1.960384e-3
2.936000e1	1.092901e-2	2.056532e-3
2.940000e1	9.792232e-3	1.946071e-3
2.944000e1	8.445178e-3	1.965800e-3
2.948000e1	6.760716e-3	1.929714e-3
2.952000e1	4.674705e-3	1.931250e-3
2.956000e1	2.452780e-3	1.944949e-3
2.960000e1	1.704871e-4	1.917614e-3
2.964000e1	-2.396629e-3	1.925776e-3
2.968000e1	-4.730695e-3	1.959365e-3
2.972000e1	-7.127101e-3	2.057886e-3
2.976000e1	-9.508704e-3	2.020468e-3
2.980000e1	-1.174219e-2	2.052153e-3
2.984000e1	-1.384202e-2	2.150360e-3
2.988000e1	-1.563245e-2	2.193513e-3
2.992000e1	-1.734856e-2	2.210840e-3
2.996000e1	-1.866246e-2	2.454163e-3
3.000000e1	-1.989920e-2	2.504982e-3
3.004000e1	-2.081557e-2	2.532650e-3
3.008000e1	-2.164593e-2	2.489935e-3
3.012000e1	-2.213768e-2	2.529238e-3
3.016000e1	-2.244214e-2	2.476701e-3
3.020000e1	-2.248601e-2	2.469633e-3
3.024000e1	-2.234658e-2	2.577979e-3
3.028000e1	-2.198752e-2	2.596024e-3
3.032000e1	-2.129932e-2	2.248730e-3
3.036000e1	-2.056259e-2	2.285857e-3
3.040000e1	-1.951390e-2	2.089716e-3
3.044000e1	-1.826557e-2	2.079890e-3
3.048000e1	-1.699988e-2	2.171055e-3
3.052000e1	-1.544500e-2	1.865009e-3
3.056000e1	-1.348511e-2	1.770460e-3
3.060000e1	-1.156750e-2	1.790750e-3
3.064000e1	-9.425780e-3	1.841757e-3
3.068000e1	-7.211525e-3	1.824112e-3
3.072000e1	-4.672690e-3	1.831489e-3
3.076000e1	-2.446172e-3	1.823630e-3
3.080000e1	-2.434220e-4	1.892936e-3
3.084000e1	1.926585e-3	1.905568e-3
3.088000e1	3.781706e-3	1.960350e-3
3.092000e1	5.556564e-3	1.983947e-3
3.096000e1	7.249243e-3	1.951893e-3
3.100000e1	8.480756e-3	1.934827e-3
3.104000e1	9.443652e-3	1.982065e-3
3.108000e1	9.936131e-3	1.966946e-3
3.112000e1	1.000817e-2	2.052546e-3
3.116000e1	9.717406e-3	1.952038e-3
3.120000e1	9.077132e-3	1.977929e-3
3.124000e1	8.054326e-3	1.893921e-3
3.128000e1	6.744723e-3	1.888954e-3
3.132000e1	5.061257e-3	1.940305e-3
3.136000e1	3.324205e-3	1.918958e-3
3.140000e1	1.386066e-3	1.836844e-3
3.144000e1	-7.122711e-4	1.845445e-3
3.148000e1	-2.853138e-3	1.856936e-3
3.152000e1	-4.952305e-3	1.940637e-3
3.156000e1	-7.112200e-3	2.029986e-3
3.160000e1	-9.348705e-3	2.068648e-3
3.164000e1	-1.148211e-2	2.090092e-3
3.168000e1	-1.335642e-2	2.103066e-3
3.172000e1	-1.507659e-2	2.193015e-3
3.176000e1	-1.637752e-2	2.214489e-3
3.180000e1	-1.772964e-2	2.373647e-3
3.184000e1	-1.857364e-2	2.370568e-3
3.188000e1	-1.907938e-2	2.448809e-3
3.192000e1	-1.957292e-2	2.459780e-3
3.196000e1	-1.965209e-2	2.462353e-3
3.200000e1	-1.968647e-2	2.462992e-3
3.204000e1	-1.938836e-2	2.141511e-3
3.208000e1	-1.898516e-2	2.045786e-3
3.212000e1	-1.837045e-2	2.379348e-3
3.216000e1	-1.766324e-2	2.274330e-3
3.220000e1	-1.655738e-2	2.355377e-3
3.224000e1	-1.517837e-2	2.197891e-3
3.228000e1	-1.374667e-2	2.117083e-3
3.232000e1	-1.203010e-2	1.999442e-3
3.236000e1	-1.022819e-2	1.856225e-3
3.240000e1	-8.140619e-3	1.846976e-3
3.244000e1	-5.987313e-3	1.824654e-3
3.248000e1	-4.125592e-3	1.884839e-3
3.252000e1	-2.044890e-3	1.845751e-3
3.256000e1	-1.228476e-4	1.932501e-3
3.260000e1	1.633564e-3	1.943660e-3
3.264000e1	3.367702e-3	1.964633e-3
3.268000e1	4.973352e-3	1.898819e-3
3.272000e1	6.314510e-3	1.939470e-3
3.276000e1	7.385203e-3	2.015310e-3
3.280000e1	8.055495e-3	1.934689e-3
3.284000e1	8.492178e-3	1.906099e-3
3.288000e1	8.567523e-3	2.006376e-3
3.292000e1	8.279413e-3	2.012160e-3
3.296000e1	7.571918e-3	1.904606e-3
3.300000e1	6.643561e-3	1.885232e-3
3.304000e1	5.436267e-3	1.840542e-3
3.308000e1	4.069409e-3	1.903341e-3
3.312000e1	2.447516e-3	1.955310e-3
3.316000e1	8.183077e-4	1.988470e-3
3.320000e1	-1.095386e-3	1.938608e-3
3.324000e1	-2.962444e-3	1.919789e-3
3.328000e1	-4.841979e-3	2.016958e-3
3.332000e1	-6.793546e-3	1.937282e-3
3.336000e1	-8.734119e-3	1.897020e-3
3.340000e1	-1.061673e-2	2.147802e-3
3.344000e1	-1.217996e-2	2.102044e-3
3.348000e1	-1.378028e-2	2.171062e-3
3.352000e1	-1.482269e-2	2.202861e-3
3.356000e1	-1.594844e-2	2.209640e-3
3.360000e1	-1.651304e-2	2.369752e-3
3.364000e1	-1.722420e-2	2.252964e-3
3.368000e1	-1.733467e-2	2.335813e-3
3.372000e1	-1.730653e-2	2.291857e-3
3.376000e1	-1.700003e-2	2.294867e-3
3.380000e1	-1.632802e-2	2.062959e-3
3.384000e1	-1.560881e-2	2.206157e-3
3.388000e1	-1.460577e-2	2.072313e-3
3.392000e1	-1.335286e-2	2.132869e-3
3.396000e1	-1.197181e-2	1.902171e-3
3.400000e1	-1.031437e-2	1.857154e-3
3.404000e1	-8.656626e-3	1.722440e-3
3.408000e1	-6.402284e-3	1.636276e-3
3.412000e1	-4.613961e-3	1.590287e-3
3.416000e1	-2.853996e-3	1.556754e-3
3.420000e1	-1.064612e-3	1.549319e-3
3.424000e1	6.046906e-4	1.516161e-3
3.428000e1	2.131142e-3	1.607114e-3
3.432000e1	3.574519e-3	1.470862e-3
3.436000e1	4.899052e-3	1.493817e-3
3.440000e1	5.885406e-3	1.560485e-3
3.444000e1	6.655179e-3	1.535716e-3
3.448000e1	7.425242e-3	1.624268e-3
3.452000e1	7.580600e-3	1.601983e-3
3.456000e1	7.468376e-3	1.442537e-3
3.460000e1	6.977113e-3	1.394092e-3
3.464000e1	6.155644e-3	1.393734e-3
3.468000e1	5.205616e-3	1.603187e-3
3.472000e1	4.047429e-3	1.475569e-3
3.476000e1	2.765492e-3	1.485399e-3
3.480000e1	1.236783e-3	1.398960e-3
3.484000e1	-1.340580e-4	1.611223e-3
3.488000e1	-1.789906e-3	1.651454e-3
3.492000e1	-3.616027e-3	1.695920e-3
3.496000e1	-5.216248e-3	1.750462e-3
3.500000e1	-6.918978e-3	1.649823e-3
3.504000e1	-8.656631e-3	1.685582e-3
3.508000e1	-1.011242e-2	1.839525e-3
3.512000e1	-1.153272e-2	1.908787e-3
3.516000e1	-1.298661e-2	1.976070e-3
3.520000e1	-1.389338e-2	2.012283e-3
3.524000e1	-1.464135e-2	2.096148e-3
3.528000e1	-1.523025e-2	2.110503e-3
3.532000e1	-1.555129e-2	2.150525e-3
3.536000e1	-1.553526e-2	2.174001e-3
3.540000e1	-1.528676e-2	2.084302e-3
3.544000e1	-1.436626e-2	2.179917e-3
3.548000e1	-1.371587e-2	1.698057e-3
3.552000e1	-1.263370e-2	1.855150e-3
3.556000e1	-1.153687e-2	1.689174e-3
3.560000e1	-1.002063e-2	1.718269e-3
3.564000e1	-8.446669e-3	1.661098e-3
3.568000e1	-6.892177e-3	1.492413e-3
3.572000e1	-5.358963e-3	1.603932e-3
3.576000e1	-3.689639e-3	1.453215e-3
3.580000e1	-2.050807e-3	1.404078e-3
3.584000e1	-6.114580e-4	1.470848e-3
3.588000e1	9.562964e-4	1.380766e-3
3.592000e1	2.218154e-3	1.391599e-3
3.596000e1	3.349619e-3	1.494802e-3
3.600000e1	4.299688e-3	1.574082e-3
3.604000e1	5.121311e-3	1.564606e-3
3.608000e1	5.773186e-3	1.446054e-3
3.612000e1	6.181067e-3	1.528297e-3
3.616000e1	6.508671e-3	1.612205e-3
3.620000e1	6.513560e-3	1.616676e-3
3.624000e1	6.136751e-3	1.527648e-3
3.628000e1	5.865220e-3	1.602989e-3
3.632000e1	5.176301e-3	1.502687e-3
3.636000e1	4.426274e-3	1.410122e-3
3.640000e1	3.634554e-3	1.485676e-3
3.644000e1	2.608486e-3	1.601667e-3
3.648000e1	1.271560e-3	1.442344e-3
3.652000e1	-4.227709e-5	1.447487e-3
3.656000e1	-1.338451e-3	1.699629e-3
3.660000e1	-3.043335e-3	1.543625e-3
3.664000e1	-4.342809e-3	1.704533e-3
3.668000e1	-5.673927e-3	1.677442e-3
3.672000e1	-7.364513e-3	1.627427e-3
3.676000e1	-8.795039e-3	1.740986e-3
3.680000e1	-1.026272e-2	1.766125e-3
3.684000e1	-1.160408e-2	1.841860e-3
3.688000e1	-1.258992e-2	1.798000e-3
3.692000e1	-1.341623e-2	2.034206e-3
3.696000e1	-1.411428e-2	2.035532e-3
3.700000e1	-1.438829e-2	1.987488e-3
3.704000e1	-1.449874e-2	1.975008e-3
3.708000e1	-1.444413e-2	1.985713e-3
3.712000e1	-1.403493e-2	2.024320e-3
3.716000e1	-1.366437e-2	1.948225e-3
3.720000e1	-1.280801e-2	1.737970e-3
3.724000e1	-1.170116e-2	1.950293e-3
3.728000e1	-1.075024e-2	1.661248e-3
3.732000e1	-9.302113e-3	1.777179e-3
3.736000e1	-7.758910e-3	1.730412e-3
3.740000e1	-6.338439e-3	1.633416e-3
3.744000e1	-4.724668e-3	1.492793e-3
3.748000e1	-3.342697e-3	1.483302e-3
3.752000e1	-1.958687e-3	1.462393e-3
3.756000e1	-5.939100e-4	1.475544e-3
3.760000e1	6.833925e-4	1.449690e-3
3.764000e1	1.873784e-3	1.381338e-3
3.768000e1	2.905229e-3	1.502708e-3
3.772000e1	3.606333e-3	1.512858e-3
3.776000e1	4.395368e-3	1.447543e-3
3.780000e1	4.972801e-3	1.507536e-3
3.784000e1	5.252408e-3	1.389845e-3
3.788000e1	5.270969e-3	1.468329e-3
3.792000e1	5.262022e-3	1.461841e-3
3.796000e1	4.864088e-3	1.476300e-3
3.800000e1	4.807476e-3	1.582837e-3
3.804000e1	4.024731e-3	1.443298e-3
3.808000e1	3.423027e-3	1.553282e-3
3.812000e1	2.470288e-3	1.553328e-3
3.816000e1	1.306977e-3	1.424794e-3
3.820000e1	-3.226922e-5	1.416393e-3
3.824000e1	-1.236399e-3	1.476736e-3
3.828000e1	-2.536958e-3	1.512176e-3
3.832000e1	-3.927841e-3	1.480105e-3
3.836000e1	-5.405337e-3	1.381481e-3
3.840000e1	-6.706373e-3	1.649668e-3
3.844000e1	-8.139731e-3	1.619591e-3
3.848000e1	-9.446008e-3	1.885010e-3
3.852000e1	-1.072130e-2	1.893193e-3
3.856000e1	-1.169991e-2	1.803280e-3
3.860000e1	-1.285416e-2	1.978452e-3
3.864000e1	-1.336383e-2	1.972654e-3
3.868000e1	-1.375640e-2	2.057017e-3
3.872000e1	-1.390722e-2	2.041441e-3
3.876000e1	-1.388391e-2	2.036769e-3
3.880000e1	-1.361242e-2	1.839058e-3
3.884000e1	-1.310722e-2	1.810409e-3
3.888000e1	-1.217482e-2	1.547613e-3
3.892000e1	-1.108784e-2	2.057938e-3
3.896000e1	-9.952472e-3	1.956829e-3
3.900000e1	-8.594870e-3	1.693875e-3
3.904000e1	-7.209308e-3	1.746084e-3
3.908000e1	-5.814662e-3	1.728365e-3
3.912000e1	-4.545245e-3	1.541492e-3
3.916000e1	-3.268638e-3	1.556025e-3
3.920000e1	-1.901350e-3	1.547755e-3
3.924000e1	-6.294806e-4	1.491035e-3
3.928000e1	5.230980e-4	1.428847e-3
3.932000e1	1.499664e-3	1.456707e-3
3.936000e1	2.388567e-3	1.461912e-3
3.940000e1	3.079588e-3	1.385065e-3
3.944000e1	3.769770e-3	1.538320e-3
3.948000e1	4.232893e-3	1.522334e-3
3.952000e1	4.316390e-3	1.415115e-3
3.956000e1	4.351815e-3	1.377926e-3
3.960000e1	4.295002e-3	1.611585e-3
3.964000e1	3.944501e-3	1.471859e-3
3.968000e1	3.515740e-3	1.431360e-3
3.972000e1	3.022245e-3	1.580717e-3
3.976000e1	2.255770e-3	1.635251e-3
3.980000e1	1.361906e-3	1.425383e-3
3.984000e1	4.443859e-4	1.600164e-3
3.988000e1	-6.717589e-4	1.490235e-3
3.992000e1	-1.665688e-3	1.653428e-3
3.996000e1	-3.074838e-3	1.768463e-3
4.000000e1	-4.304376e-3	1.677152e-3
4.004000e1	-5.551511e-3	1.690432e-3
4.008000e1	-6.787646e-3	1.821885e-3
4.012000e1	-8.114185e-3	1.799585e-3
4.016000e1	-9.417451e-3	1.837150e-3
4.020000e1	-1.060405e-2	1.950932e-3
4.024000e1	-1.147780e-2	1.974046e-3
4.028000e1	-1.223787e-2	1.979656e-3
4.032000e1	-1.278075e-2	2.152391e-3
4.036000e1	-1.314047e-2	2.264926e-3
4.040000e1	-1.311319e-2	2.351161e-3
4.044000e1	-1.286513e-2	2.298658e-3
4.048000e1	-1.248455e-2	2.405124e-3
4.052000e1	-1.194233e-2	2.331428e-3
4.056000e1	-1.108416e-2	2.169363e-3
4.060000e1	-1.001095e-2	2.084085e-3
4.064000e1	-8.932453e-3	2.081990e-3
4.068000e1	-7.745273e-3	1.768717e-3
4.072000e1	-6.323104e-3	1.751496e-3
4.076000e1	-5.036428e-3	1.812663e-3
4.080000e1	-3.836440e-3	1.735727e-3
4.084000e1	-2.508211e-3	1.671389e-3
4.088000e1	-1.248130e-3	1.524205e-3
4.092000e1	-2.035745e-4	1.590439e-3
4.096000e1	8.545121e-4	1.667029e-3
4.100000e1	1.741483e-3	1.666310e-3
4.104000e1	2.306783e-3	1.498367e-3
4.108000e1	3.009756e-3	1.613588e-3
4.112000e1	3.537096e-3	1.645414e-3
4.116000e1	3.995139e-3	1.589231e-3
4.120000e1	3.929595e-3	1.374214e-3
4.124000e1	3.928868e-3	1.522759e-3
4.128000e1	3.599655e-3	1.616313e-3
4.132000e1	2.923688e-3	1.358553e-3
4.136000e1	2.455876e-3	1.568718e-3
4.140000e1	1.619026e-3	1.384411e-3
4.144000e1	7.629898e-4	1.395033e-3
4.148000e1	-8.952376e-5	1.696238e-3
4.152000e1	-1.323231e-3	1.538144e-3
4.156000e1	-2.294966e-3	1.704844e-3
4.160000e1	-3.582851e-3	1.452661e-3
4.164000e1	-4.805255e-3	1.707695e-3
4.168000e1	-5.866393e-3	1.872030e-3
4.172000e1	-7.118851e-3	1.869524e-3
4.176000e1	-8.554417e-3	1.831133e-3
4.180000e1	-9.762499e-3	1.876065e-3
4.184000e1	-1.070545e-2	1.938231e-3
4.188000e1	-1.146598e-2	2.001776e-3
4.192000e1	-1.222638e-2	1.899302e-3
4.196000e1	-1.264629e-2	1.937274e-3
4.200000e1	-1.276801e-2	1.969709e-3
4.204000e1	-1.267627e-2	1.969116e-3
4.208000e1	-1.238753e-2	1.897789e-3
4.212000e1	-1.203323e-2	1.748495e-3
4.216000e1	-1.137211e-2	1.699823e-3
4.220000e1	-1.041223e-2	1.885809e-3
4.224000e1	-9.473100e-3	1.671996e-3
4.228000e1	-8.281324e-3	1.799574e-3
4.232000e1	-7.086968e-3	1.838985e-3
4.236000e1	-5.856424e-3	1.730989e-3
4.240000e1	-4.743934e-3	1.629635e-3
4.244000e1	-3.578631e-3	1.687783e-3
4.248000e1	-2.419162e-3	1.514570e-3
4.252000e1	-1.389530e-3	1.547296e-3
4.256000e1	-5.021498e-4	1.549487e-3
4.260000e1	4.143938e-4	1.346200e-3
4.264000e1	1.019521e-3	1.350823e-3
4.268000e1	1.737811e-3	1.335090e-3
4.272000e1	2.104445e-3	1.329778e-3
4.276000e1	2.582771e-3	1.618199e-3
4.280000e1	2.625024e-3	1.432120e-3
4.284000e1	2.782485e-3	1.492267e-3
4.288000e1	2.701137e-3	1.454132e-3
